batch class_loss class_acc conf_loss conf
0 0.0415 100.00 0.0341 96.94
10 0.2564 93.75 0.1797 97.13
20 0.0793 96.88 0.0512 95.64
30 0.0526 96.88 0.0824 97.49
40 0.1001 96.88 0.1671 96.88
50 0.1115 93.75 0.2039 98.01
60 0.0824 96.88 0.0631 97.00
70 0.0522 100.00 0.0467 95.66
80 0.0152 100.00 0.0278 97.32
90 0.2540 93.75 0.1448 97.64
100 0.1057 96.88 0.1358 97.65
110 0.2056 90.62 0.2225 97.06
120 0.1517 93.75 0.2344 96.30
130 0.0441 100.00 0.0515 95.33
140 0.0752 96.88 0.0931 97.31
150 0.1478 93.75 0.1758 97.31
160 0.1434 96.88 0.1615 96.26
170 0.2727 90.62 0.2349 96.00
180 0.1012 93.75 0.1806 97.56
190 0.0636 96.88 0.0953 97.68
200 0.0385 96.88 0.1223 97.43
210 0.0322 100.00 0.0241 97.67
220 0.0317 100.00 0.0214 97.95
230 0.0727 96.88 0.0468 97.36
240 0.1152 90.62 0.2823 97.35
250 0.0753 96.88 0.1061 96.87
260 0.2197 93.75 0.2322 95.70
270 0.0853 96.88 0.1317 96.23
280 0.1068 96.88 0.1136 95.79
290 0.1241 96.88 0.0789 97.84
300 0.0631 96.88 0.1070 97.75
310 0.0594 96.88 0.0685 96.29
320 0.1307 96.88 0.0681 96.00
330 0.0620 96.88 0.0789 97.62
340 0.1440 90.62 0.3091 96.20
350 0.0749 96.88 0.1029 97.13
360 0.2628 90.62 0.2970 97.91
370 0.0293 100.00 0.0228 97.80
380 0.0901 96.88 0.0875 95.21
390 0.0140 100.00 0.0252 97.56
400 0.1822 90.62 0.2296 96.33
410 0.0167 100.00 0.0278 97.30
420 0.2049 93.75 0.1265 96.25
430 0.2960 90.62 0.3119 97.54
440 0.1234 96.88 0.0784 95.86
450 0.1917 93.75 0.1816 97.26
460 0.0314 100.00 0.0443 95.98
470 0.0888 100.00 0.0427 96.04
480 0.3138 93.75 0.2565 97.43
490 0.1158 96.88 0.0814 96.89
500 0.3759 93.75 0.1406 96.52
510 0.0289 100.00 0.0366 96.57
520 0.2052 93.75 0.1608 96.07
530 0.0270 100.00 0.0770 93.32
540 0.1426 93.75 0.1468 94.15
550 0.0147 100.00 0.0411 96.20
560 0.0272 100.00 0.0424 96.34
570 0.0654 96.88 0.0588 96.27
580 0.0206 100.00 0.0279 97.33
590 0.0344 100.00 0.0303 97.11
600 0.0464 100.00 0.0461 95.83
610 0.0254 100.00 0.0214 97.94
620 0.1136 96.88 0.1517 97.44
630 0.0241 100.00 0.0298 97.27
640 0.3182 96.88 0.1362 97.76
650 0.0976 96.88 0.0757 97.21
660 0.1183 93.75 0.2073 97.93
670 0.1056 93.75 0.2158 96.85
680 0.3081 96.88 0.2231 97.73
690 0.2430 90.62 0.2314 97.07
700 0.0092 100.00 0.0327 96.86
710 0.0080 100.00 0.0247 97.61
720 0.0350 100.00 0.0382 96.47
730 0.0102 100.00 0.0193 98.17
