batch class_loss class_acc conf_loss conf
0 0.0541 96.88 0.1857 97.36
10 0.1281 96.88 0.0923 98.65
20 0.0348 100.00 0.0211 98.02
30 0.0032 100.00 0.0100 99.02
40 0.0064 100.00 0.0151 98.52
50 0.0585 96.88 0.1182 97.81
60 0.0127 100.00 0.0157 98.50
70 0.1315 93.75 0.1407 97.90
80 0.0796 96.88 0.0989 97.11
90 0.0087 100.00 0.0231 97.79
100 0.1075 96.88 0.1196 97.18
110 0.0318 100.00 0.0260 97.53
120 0.1144 96.88 0.1288 98.39
130 0.0071 100.00 0.0200 98.05
140 0.0041 100.00 0.0160 98.44
150 0.0382 96.88 0.1330 98.61
160 0.0636 96.88 0.1000 98.47
170 0.0121 100.00 0.0191 98.17
180 0.0615 100.00 0.0274 97.53
190 0.0079 100.00 0.0131 98.72
200 0.0328 100.00 0.0192 98.21
210 0.0886 96.88 0.2111 98.31
220 0.0425 96.88 0.0889 98.62
230 0.0580 96.88 0.1218 97.94
240 0.0649 96.88 0.0944 98.41
250 0.1052 96.88 0.0871 97.70
260 0.1011 96.88 0.0476 97.73
270 0.0502 100.00 0.0214 97.95
280 0.0069 100.00 0.0129 98.75
290 0.1378 96.88 0.0863 98.49
300 0.0236 100.00 0.0142 98.65
310 0.0119 100.00 0.0190 98.18
320 0.0252 100.00 0.0158 98.46
330 0.2908 90.62 0.2254 96.43
340 0.1508 96.88 0.0932 97.66
350 0.1361 93.75 0.1271 96.18
360 0.1932 90.62 0.1973 95.81
370 0.0232 100.00 0.0308 97.06
380 0.0723 96.88 0.1148 96.93
390 0.0717 96.88 0.0702 95.99
400 0.0076 100.00 0.0204 98.03
410 0.0321 100.00 0.0235 97.74
420 0.0381 100.00 0.0308 97.22
430 0.1203 96.88 0.0478 98.34
440 0.0795 96.88 0.1282 98.63
450 0.0323 100.00 0.0341 96.88
460 0.0847 96.88 0.0758 98.80
470 0.0112 100.00 0.0134 98.70
480 0.0367 100.00 0.0390 96.47
490 0.1307 93.75 0.1251 97.36
500 0.0210 100.00 0.0306 97.20
510 0.1071 93.75 0.1803 96.79
520 0.1193 93.75 0.1284 97.34
530 0.0058 100.00 0.0286 97.36
540 0.0082 100.00 0.0166 98.41
550 0.0156 100.00 0.0237 97.71
560 0.0775 96.88 0.1534 98.61
570 0.1338 90.62 0.2685 98.40
580 0.0138 100.00 0.0242 97.76
590 0.0344 96.88 0.0999 97.62
600 0.1349 90.62 0.2441 98.18
610 0.0120 100.00 0.0230 97.79
620 0.0259 100.00 0.0203 98.05
630 0.0127 100.00 0.0207 97.99
640 0.0152 100.00 0.0235 97.87
650 0.1008 96.88 0.0794 97.34
660 0.0338 96.88 0.1219 97.52
670 0.0206 100.00 0.0295 97.21
680 0.0062 100.00 0.0118 98.84
690 0.0897 93.75 0.1533 98.16
700 0.0030 100.00 0.0132 98.70
710 0.0615 100.00 0.0159 98.49
720 0.1635 96.88 0.1637 98.91
730 0.0165 100.00 0.0215 97.93
740 0.0195 100.00 0.0211 97.98
750 0.0073 100.00 0.0227 97.80
760 0.0930 96.88 0.0957 97.08
770 0.0125 100.00 0.0244 97.67
780 0.0314 100.00 0.0224 97.82
790 0.1982 96.88 0.1648 98.17
800 0.0331 100.00 0.0306 97.14
810 0.0149 100.00 0.0225 97.81
820 0.0068 100.00 0.0202 98.05
830 0.0104 100.00 0.0249 97.61
840 0.0396 96.88 0.0821 98.80
850 0.0632 96.88 0.0760 98.40
860 0.0106 100.00 0.0192 98.15
870 0.0931 96.88 0.0572 98.64
880 0.1120 93.75 0.2882 98.18
890 0.0208 100.00 0.0326 97.05
900 0.0514 96.88 0.0879 98.24
910 0.0025 100.00 0.0147 98.57
920 0.0046 100.00 0.0104 98.99
930 0.2389 96.88 0.1621 98.90
940 0.0035 100.00 0.0165 98.39
950 0.0143 100.00 0.0321 97.04
960 0.0785 100.00 0.0728 94.05
970 0.0826 96.88 0.0597 97.06
980 0.0615 96.88 0.0502 97.33
990 0.2337 90.62 0.3282 98.30
1000 0.3591 90.62 0.2862 97.28
1010 0.0555 96.88 0.0571 96.87
1020 0.1262 96.88 0.0835 97.10
1030 0.0225 100.00 0.0412 96.11
1040 0.0282 96.88 0.0906 97.48
1050 0.0891 96.88 0.0938 96.60
1060 0.0245 100.00 0.0201 98.08
1070 0.0148 100.00 0.0246 97.71
1080 0.0268 96.88 0.1066 98.78
1090 0.0546 96.88 0.0752 97.52
1100 0.0489 96.88 0.0869 97.99
1110 0.0256 100.00 0.0264 97.55
