batch class_loss class_acc conf_loss conf
0 0.5293 81.25 0.2836 78.60
10 0.5535 71.88 0.3710 79.13
20 0.5622 78.12 0.2702 77.31
30 0.6362 78.12 0.3903 77.88
40 0.3323 84.38 0.1913 79.66
50 0.7093 78.12 0.3686 76.76
60 0.7665 71.88 0.5041 77.30
70 0.5702 75.00 0.3129 79.98
80 0.3772 90.62 0.1118 84.50
90 0.5288 84.38 0.2615 76.88
100 0.4822 81.25 0.1097 80.10
110 0.7210 68.75 0.5691 80.75
120 0.6461 75.00 0.1620 79.73
130 0.6220 84.38 0.4078 81.38
140 0.6261 78.12 0.2314 76.66
150 0.5750 84.38 0.2369 82.40
160 0.7225 71.88 0.4959 81.47
170 0.6059 78.12 0.1804 82.00
180 0.4526 81.25 0.2639 80.94
190 0.9724 62.50 0.4017 78.89
200 0.7297 81.25 0.3131 78.51
210 0.7232 71.88 0.3068 78.40
220 0.5985 81.25 0.2156 80.13
230 0.5734 75.00 0.3179 79.73
240 0.7127 78.12 0.2526 74.37
250 0.5357 84.38 0.2514 79.82
260 0.5781 78.12 0.2153 80.97
270 0.5911 84.38 0.1872 81.98
280 0.7760 68.75 0.3822 81.51
290 0.4885 81.25 0.1453 81.45
300 0.5975 78.12 0.2918 77.35
310 0.4982 78.12 0.2471 77.52
320 0.5468 78.12 0.2761 82.05
330 0.7779 75.00 0.2665 79.67
340 0.5927 81.25 0.1747 78.67
350 0.8294 65.62 0.3510 77.76
360 0.5243 87.50 0.2569 81.03
370 0.7074 75.00 0.3818 82.53
380 0.4993 81.25 0.2776 82.22
390 0.4022 93.75 0.2249 83.85
400 0.5197 81.25 0.1885 76.81
410 0.5465 81.25 0.2242 82.46
420 0.6061 81.25 0.3507 82.12
430 0.2553 90.62 0.1260 85.81
440 0.7930 71.88 0.4293 79.23
450 0.8666 71.88 0.3583 79.54
460 0.3986 87.50 0.2630 81.47
470 0.4190 81.25 0.3485 80.98
480 0.5082 81.25 0.3828 80.17
490 0.2978 90.62 0.1519 82.87
500 0.7598 71.88 0.4171 83.43
510 0.3410 84.38 0.3112 81.65
520 0.5915 78.12 0.3418 82.97
530 0.3965 87.50 0.2564 80.17
540 0.4675 84.38 0.1917 82.21
550 0.6882 78.12 0.2337 84.51
560 0.6458 78.12 0.1933 79.95
570 0.4703 81.25 0.2579 82.68
580 0.5321 84.38 0.2649 76.00
590 0.7603 71.88 0.2553 75.32
600 0.3029 93.75 0.3141 80.81
610 0.4730 78.12 0.3456 79.78
620 0.4375 84.38 0.1510 80.63
630 0.2794 87.50 0.1205 86.20
640 0.5551 81.25 0.2143 80.39
650 0.7484 75.00 0.3101 82.45
660 0.4465 87.50 0.2446 83.42
670 0.4974 84.38 0.3833 81.82
680 0.5994 81.25 0.3548 81.70
690 0.3080 87.50 0.2192 82.68
700 0.8133 71.88 0.4070 81.41
710 0.4055 87.50 0.2357 81.50
720 0.3715 87.50 0.2197 85.32
730 0.5736 84.38 0.3885 78.65
740 0.4261 87.50 0.1972 83.41
750 0.6416 81.25 0.2267 80.15
760 0.6191 81.25 0.2323 78.71
770 0.2821 87.50 0.1634 86.33
780 0.9356 65.62 0.4263 79.99
790 0.5791 84.38 0.3197 78.50
800 0.2131 93.75 0.1797 84.58
810 0.3345 87.50 0.2075 83.82
820 0.9232 71.88 0.4063 82.27
830 0.5166 78.12 0.1329 79.36
840 0.6431 81.25 0.3275 78.49
850 0.3723 87.50 0.2095 80.17
860 0.7684 75.00 0.4056 79.26
870 0.6436 81.25 0.3854 82.90
880 0.6021 78.12 0.2710 79.66
890 0.5121 87.50 0.2652 80.78
900 0.4718 84.38 0.2095 85.71
910 0.4168 84.38 0.2609 79.75
920 0.4433 84.38 0.1921 83.84
930 0.4145 84.38 0.2857 83.45
940 0.3726 81.25 0.2012 82.90
950 0.2841 87.50 0.1725 87.51
960 0.7057 71.88 0.3882 79.99
970 0.5672 81.25 0.3705 81.16
980 0.6047 81.25 0.3293 75.19
990 0.4106 90.62 0.3048 82.84
1000 0.2703 93.75 0.1939 83.46
1010 0.3707 87.50 0.2509 85.67
1020 0.3548 90.62 0.1590 83.54
1030 0.3795 87.50 0.2693 81.05
1040 0.3274 87.50 0.1683 82.58
1050 0.8160 65.62 0.3174 76.58
1060 0.7441 81.25 0.4061 79.92
1070 0.4252 87.50 0.2583 78.81
1080 0.5659 87.50 0.3173 83.53
1090 0.3030 87.50 0.2816 83.24
1100 0.6048 78.12 0.2645 81.92
1110 0.5183 81.25 0.2782 82.55
1120 0.8941 71.88 0.3808 77.76
1130 0.4514 87.50 0.2361 78.95
1140 0.7507 71.88 0.2699 78.87
1150 0.7190 78.12 0.2253 81.61
1160 0.5163 81.25 0.2332 81.49
1170 0.5518 75.00 0.3272 84.39
1180 0.4579 84.38 0.1581 80.54
1190 0.5627 78.12 0.3216 79.37
1200 0.4035 81.25 0.3265 83.11
1210 0.2477 93.75 0.2200 84.07
1220 0.4680 84.38 0.1254 82.33
1230 0.6631 78.12 0.2706 85.12
1240 0.2324 96.88 0.2100 84.96
1250 0.3127 87.50 0.2338 86.21
1260 0.7091 81.25 0.3341 80.15
1270 0.5077 84.38 0.2225 81.22
1280 0.8119 68.75 0.2306 77.44
1290 0.9189 75.00 0.2973 76.79
1300 0.5155 81.25 0.2918 85.58
1310 0.5188 81.25 0.4180 83.13
1320 0.4406 93.75 0.2986 83.17
1330 0.6014 75.00 0.2941 84.01
1340 0.5582 78.12 0.4260 83.80
1350 0.6097 75.00 0.4111 81.99
1360 0.4398 81.25 0.2525 81.19
1370 0.6310 75.00 0.2051 76.94
1380 0.2805 87.50 0.2699 83.25
1390 0.4049 87.50 0.3328 82.23
1400 0.5539 81.25 0.1768 79.06
1410 0.6198 78.12 0.2412 78.53
1420 0.3466 87.50 0.1759 85.51
1430 0.4806 84.38 0.1508 83.51
1440 0.5922 84.38 0.3675 82.32
1450 0.3027 90.62 0.1404 84.27
1460 0.4230 81.25 0.3065 87.52
1470 0.3710 90.62 0.2969 83.82
1480 0.3748 90.62 0.2399 83.33
1490 0.5817 78.12 0.4382 79.44
1500 0.4055 87.50 0.2732 81.62
1510 0.7509 81.25 0.3816 80.60
1520 0.6335 81.25 0.4060 82.71
1530 0.5697 78.12 0.3152 79.88
1540 0.3613 87.50 0.1878 82.20
1550 0.7383 81.25 0.4017 78.00
1560 0.7769 78.12 0.5543 77.47
1570 0.5080 84.38 0.2013 79.46
1580 0.5370 84.38 0.3441 85.00
1590 0.5232 78.12 0.3373 84.26
1600 0.4552 81.25 0.3102 84.73
1610 0.4648 81.25 0.1894 82.58
1620 0.5782 78.12 0.1502 81.08
1630 0.6488 81.25 0.2580 84.17
1640 0.6439 78.12 0.3014 77.77
1650 0.4118 84.38 0.3490 84.60
1660 0.3184 90.62 0.1680 81.68
1670 0.4077 84.38 0.2591 85.63
1680 0.4468 90.62 0.2479 84.84
1690 0.5761 81.25 0.3998 83.31
1700 0.4595 84.38 0.3465 79.36
1710 0.6549 71.88 0.3098 78.81
1720 0.6009 75.00 0.2793 79.51
1730 0.5571 75.00 0.3063 81.09
1740 0.4599 87.50 0.2289 82.75
1750 0.4070 81.25 0.2475 82.50
1760 0.5309 78.12 0.2439 81.39
1770 0.2446 93.75 0.1741 84.82
1780 0.8714 75.00 0.4157 81.77
1790 0.8442 71.88 0.2845 83.12
1800 0.7687 75.00 0.2908 79.29
1810 0.2897 93.75 0.2864 83.55
1820 0.6046 81.25 0.2140 82.41
1830 0.4800 84.38 0.3113 84.18
1840 0.1643 96.88 0.1685 85.31
1850 0.7751 75.00 0.2863 82.72
1860 0.6199 81.25 0.3484 84.18
1870 0.3452 93.75 0.2605 82.95
