batch class_loss class_acc conf_loss conf
0 0.3528 90.62 0.1740 87.26
10 0.5885 78.12 0.3383 81.31
20 0.4912 81.25 0.2236 84.47
30 0.4703 78.12 0.3028 85.06
40 0.7980 75.00 0.1734 78.09
50 1.1381 65.62 0.5810 80.98
60 0.2670 90.62 0.1779 88.02
70 0.6018 78.12 0.2098 79.84
80 0.4159 84.38 0.2465 82.06
90 0.3753 90.62 0.2117 84.28
100 0.7582 75.00 0.2481 84.68
110 0.2928 90.62 0.2486 87.26
120 0.5487 78.12 0.3959 86.54
130 0.7865 78.12 0.4136 78.47
140 0.7889 78.12 0.3129 78.97
150 0.6770 75.00 0.5687 76.77
160 0.5519 75.00 0.1524 80.07
170 0.3155 90.62 0.3300 82.54
180 0.6001 81.25 0.2588 81.50
190 0.6458 75.00 0.4147 82.05
200 0.1425 96.88 0.0838 90.58
210 0.4904 81.25 0.1563 79.92
220 0.3918 84.38 0.2933 88.02
230 0.7145 78.12 0.3828 84.80
240 0.4234 81.25 0.1810 83.53
250 0.6747 78.12 0.3082 79.01
260 0.5052 81.25 0.3012 81.34
270 0.3313 87.50 0.1704 84.97
280 0.6513 81.25 0.3887 86.41
290 0.5393 81.25 0.2082 80.59
300 0.5038 84.38 0.1834 82.01
310 0.4269 84.38 0.2946 82.44
320 0.5832 78.12 0.1603 78.79
330 0.5511 78.12 0.2351 82.92
340 0.3164 87.50 0.1363 85.51
350 0.6217 78.12 0.3180 77.56
360 0.5871 81.25 0.2955 81.20
370 0.5047 84.38 0.2698 82.82
380 0.7205 75.00 0.3097 75.66
390 0.6970 75.00 0.2774 78.83
400 0.3453 87.50 0.1121 86.89
410 0.6267 84.38 0.3513 82.70
420 0.5759 81.25 0.1672 82.58
430 0.4839 84.38 0.2487 82.14
440 0.3862 84.38 0.1415 85.81
450 0.7801 78.12 0.2742 84.41
460 0.4214 87.50 0.2528 85.25
470 0.4022 87.50 0.1420 84.81
480 0.2060 93.75 0.1502 85.23
490 0.5975 81.25 0.1350 80.22
500 0.4167 84.38 0.2043 81.43
510 0.3275 84.38 0.0914 85.80
520 0.3298 93.75 0.1735 86.95
530 0.5202 78.12 0.2687 82.23
540 0.5235 84.38 0.2047 79.93
550 0.4720 78.12 0.2691 84.81
560 0.5557 84.38 0.3461 82.35
570 0.6872 78.12 0.2011 79.15
580 0.3970 84.38 0.1626 84.46
590 0.4899 84.38 0.1674 83.93
600 0.7817 81.25 0.3373 82.90
610 0.5690 71.88 0.2936 79.95
620 1.0400 62.50 0.6775 76.92
630 0.3124 90.62 0.2083 78.44
640 0.6759 81.25 0.3077 80.10
650 0.2038 90.62 0.2854 89.29
660 0.4810 81.25 0.1054 80.87
670 0.5044 84.38 0.1484 84.48
680 0.4624 81.25 0.1917 83.55
690 0.4902 78.12 0.2745 83.38
700 0.3880 87.50 0.1779 84.02
710 0.7705 71.88 0.4596 84.00
720 0.4674 81.25 0.2721 81.48
730 0.7618 84.38 0.4646 80.06
740 0.3422 93.75 0.1929 82.34
750 0.4443 84.38 0.1467 84.12
760 0.7981 68.75 0.4033 83.96
770 0.5624 78.12 0.1868 82.09
780 0.5143 81.25 0.3654 84.36
790 0.9233 71.88 0.3631 80.62
800 0.6195 84.38 0.2454 80.64
810 0.3536 87.50 0.1290 83.36
820 0.5029 78.12 0.2074 82.09
830 0.3012 90.62 0.2109 84.26
840 0.4736 81.25 0.2745 81.77
850 0.6396 78.12 0.1956 75.70
860 0.5447 84.38 0.2694 79.13
870 0.3763 87.50 0.1808 82.10
880 0.3466 90.62 0.1246 84.63
890 0.7688 78.12 0.4178 81.49
900 0.6963 75.00 0.1843 81.51
910 0.3998 87.50 0.2825 84.12
920 0.2724 90.62 0.0861 86.72
930 0.2805 87.50 0.1910 85.50
940 0.6290 75.00 0.3090 82.02
950 0.7170 71.88 0.2113 77.64
960 0.2817 93.75 0.2771 83.88
970 0.5379 84.38 0.2436 81.19
980 0.6552 71.88 0.1693 80.43
990 0.3822 90.62 0.2515 83.83
1000 0.3162 96.88 0.2201 84.14
1010 0.2675 90.62 0.1518 87.18
1020 0.4614 81.25 0.2476 84.67
1030 0.4154 87.50 0.2838 85.98
1040 0.7443 68.75 0.3475 81.65
1050 0.3795 87.50 0.0874 85.61
1060 0.2649 93.75 0.2013 81.32
1070 0.8257 75.00 0.3589 77.97
1080 0.3139 84.38 0.1660 84.68
1090 0.5682 84.38 0.3024 84.21
1100 0.2652 90.62 0.2774 87.15
1110 0.4741 84.38 0.2369 85.34
1120 0.2498 90.62 0.1120 86.47
1130 0.8443 65.62 0.3348 75.17
1140 0.4516 81.25 0.1212 80.43
1150 0.3387 87.50 0.2302 88.60
1160 0.4549 84.38 0.2338 84.60
1170 0.5081 81.25 0.2591 84.77
1180 0.6767 71.88 0.2757 78.51
1190 0.4775 81.25 0.3451 81.80
1200 0.6401 78.12 0.2939 81.81
1210 0.3095 90.62 0.1759 84.89
1220 0.4055 78.12 0.2908 84.68
1230 0.4421 78.12 0.2460 86.27
1240 0.3592 84.38 0.3133 83.53
1250 0.4621 87.50 0.2634 82.70
1260 0.2834 87.50 0.1841 87.65
1270 0.3711 81.25 0.1779 83.05
1280 0.4468 87.50 0.2218 83.18
1290 0.4058 84.38 0.1903 82.68
1300 0.4926 78.12 0.1369 79.43
1310 0.5560 75.00 0.2545 82.20
