batch class_loss class_acc conf_loss conf
0 2.3027 12.50 0.6963 51.07
10 2.0714 31.25 0.6100 30.58
20 1.9124 46.88 0.7619 31.31
30 1.5151 71.88 0.6990 44.03
40 1.3601 75.00 0.6519 58.10
50 1.2173 68.75 0.5920 67.42
60 0.8978 81.25 0.4648 75.62
70 0.6097 90.62 0.3555 80.04
80 0.5829 81.25 0.4615 84.45
90 0.5341 87.50 0.3280 86.22
100 0.5861 90.62 0.2822 85.92
110 0.5014 90.62 0.2759 87.72
120 0.4946 84.38 0.3812 88.36
130 0.5722 78.12 0.4936 88.67
140 0.9391 75.00 0.5135 87.19
150 0.2966 93.75 0.2515 86.00
160 0.2328 93.75 0.2165 87.90
170 0.4535 84.38 0.4122 89.69
180 0.2065 96.88 0.1309 90.35
190 0.2623 90.62 0.2878 91.76
200 0.1512 100.00 0.0940 91.28
210 0.2619 90.62 0.3044 92.43
220 0.3396 90.62 0.2575 91.75
230 0.1289 96.88 0.1394 92.71
240 0.4149 84.38 0.3379 92.55
250 0.1376 96.88 0.1377 92.78
260 0.1271 96.88 0.1254 93.34
270 0.3050 90.62 0.3108 93.19
280 0.4387 87.50 0.3809 92.30
290 0.3367 90.62 0.2500 91.63
300 0.3847 81.25 0.4250 91.16
310 0.1979 90.62 0.2936 88.10
320 0.1057 100.00 0.1019 90.55
330 0.3470 93.75 0.2159 91.11
340 0.1710 93.75 0.1627 92.86
350 0.2745 90.62 0.2474 94.35
360 0.1166 96.88 0.1929 93.73
370 0.1297 93.75 0.1889 93.15
380 0.0640 100.00 0.0570 94.56
390 0.1249 96.88 0.1050 95.99
400 0.1508 96.88 0.1615 96.22
410 0.1361 93.75 0.1601 94.66
420 0.1315 96.88 0.1282 94.34
430 0.2288 87.50 0.3715 94.35
440 0.1047 96.88 0.1820 93.59
450 0.3856 87.50 0.2868 94.33
460 0.1541 93.75 0.2011 94.51
470 0.0669 100.00 0.0508 95.12
480 0.2092 93.75 0.1570 93.47
490 0.1510 96.88 0.1675 95.02
500 0.0414 100.00 0.0588 94.44
510 0.0764 96.88 0.1704 93.46
520 0.1289 93.75 0.1971 94.38
