batch class_loss class_acc conf_loss conf
0 0.0158 100.00 0.0186 98.19
10 0.0258 100.00 0.0253 97.62
20 0.0160 100.00 0.0190 98.23
30 0.0170 100.00 0.0122 98.84
40 0.2180 96.88 0.1110 98.96
50 0.0080 100.00 0.0116 98.88
60 0.0105 100.00 0.0117 98.85
70 0.0069 100.00 0.0358 96.69
80 0.0166 100.00 0.0188 98.18
90 0.0052 100.00 0.0150 98.55
100 0.0853 93.75 0.1107 98.10
110 0.0118 100.00 0.0245 97.70
120 0.2128 93.75 0.2126 99.15
130 0.0072 100.00 0.0155 98.50
140 0.0055 100.00 0.0102 99.00
150 0.0543 96.88 0.0608 96.56
160 0.0025 100.00 0.0086 99.15
170 0.0854 96.88 0.0997 98.65
180 0.1287 96.88 0.1465 97.66
190 0.0619 96.88 0.1192 98.07
200 0.0030 100.00 0.0167 98.41
210 0.0235 100.00 0.0125 98.78
220 0.0757 93.75 0.1625 98.24
230 0.0047 100.00 0.0205 98.22
240 0.0209 100.00 0.0200 98.12
250 0.1451 93.75 0.1431 98.03
260 0.0008 100.00 0.0070 99.31
270 0.0431 96.88 0.1576 98.99
280 0.0336 100.00 0.0203 98.06
290 0.0279 100.00 0.0135 98.69
300 0.0169 100.00 0.0091 99.10
310 0.0415 100.00 0.0171 98.39
320 0.2166 96.88 0.1074 98.28
330 0.1391 96.88 0.1309 98.63
340 0.0757 96.88 0.1108 98.74
350 0.0026 100.00 0.0115 98.88
360 0.0519 96.88 0.1108 97.89
370 0.0096 100.00 0.0096 99.06
380 0.0318 100.00 0.0188 98.24
390 0.0731 96.88 0.0778 98.86
400 0.0034 100.00 0.0104 98.98
410 0.0836 96.88 0.2165 98.79
420 0.0337 100.00 0.0163 98.43
430 0.0100 100.00 0.0244 97.70
440 0.0150 100.00 0.0175 98.32
450 0.0312 100.00 0.0296 97.24
460 0.0638 93.75 0.1164 97.03
470 0.0349 96.88 0.0753 98.30
480 0.0288 100.00 0.0122 98.81
490 0.0250 100.00 0.0154 98.54
