batch class_loss class_acc conf_loss conf
0 0.0329 96.88 0.0780 97.45
10 0.1493 93.75 0.3858 95.91
20 0.0133 100.00 0.0224 97.83
30 0.2025 96.88 0.0761 96.37
40 0.1883 96.88 0.1306 97.56
50 0.0188 100.00 0.0254 97.57
60 0.1140 96.88 0.1938 97.80
70 0.0155 100.00 0.0363 96.62
80 0.0515 100.00 0.0397 96.26
90 0.1843 93.75 0.2243 96.66
100 0.0250 100.00 0.0318 96.97
110 0.0709 96.88 0.0861 97.80
120 0.0506 100.00 0.0257 97.59
130 0.0171 100.00 0.0201 98.05
140 0.1147 96.88 0.1217 98.43
150 0.0416 100.00 0.0180 98.24
160 0.1282 96.88 0.1395 97.56
170 0.2322 96.88 0.1074 97.03
180 0.0392 96.88 0.1148 97.09
190 0.3201 93.75 0.2051 95.79
200 0.2898 93.75 0.1759 96.38
210 0.3357 90.62 0.2066 95.95
220 0.0108 100.00 0.0220 97.87
230 0.0550 100.00 0.0294 97.26
240 0.0651 100.00 0.0424 96.34
250 0.0244 100.00 0.0305 97.08
260 0.0449 96.88 0.0585 96.87
270 0.0343 100.00 0.0262 97.49
280 0.0854 96.88 0.0614 97.51
290 0.1490 96.88 0.1248 97.29
300 0.1412 96.88 0.0907 97.51
310 0.0337 100.00 0.0331 96.91
320 0.1210 96.88 0.0903 95.15
330 0.0046 100.00 0.0340 96.76
340 0.1633 93.75 0.1755 96.58
350 0.1079 96.88 0.0770 97.40
360 0.0062 100.00 0.0177 98.29
370 0.0373 100.00 0.0370 96.64
380 0.1349 96.88 0.1823 97.80
390 0.0431 96.88 0.1178 96.21
400 0.0088 100.00 0.0242 97.67
410 0.0328 100.00 0.0256 97.54
420 0.1093 96.88 0.0810 97.19
430 0.0975 93.75 0.1198 96.44
440 0.0939 96.88 0.0762 96.20
450 0.0283 100.00 0.0216 97.91
460 0.0954 96.88 0.1615 97.72
470 0.1320 93.75 0.1789 97.74
480 0.0309 100.00 0.0428 95.97
490 0.0220 100.00 0.0292 97.20
500 0.0515 96.88 0.0946 97.31
510 0.0733 96.88 0.1497 98.06
520 0.0179 100.00 0.0242 97.68
