batch class_loss class_acc conf_loss conf
0 0.1013 93.75 0.1376 96.70
10 0.0708 96.88 0.1439 97.79
20 0.0275 100.00 0.0225 97.84
30 0.0514 96.88 0.1224 97.28
40 0.0239 100.00 0.0179 98.25
50 0.2710 93.75 0.2456 98.78
60 0.2064 93.75 0.1941 97.70
70 0.2865 93.75 0.1423 95.69
80 0.0327 100.00 0.0459 95.87
90 0.0035 100.00 0.0158 98.45
100 0.0182 100.00 0.0370 97.04
110 0.0090 100.00 0.0225 97.82
120 0.0135 100.00 0.0276 97.38
130 0.0298 100.00 0.0159 98.49
140 0.0545 96.88 0.0875 97.96
150 0.0689 96.88 0.0847 96.70
160 0.1488 96.88 0.0849 97.03
170 0.1590 93.75 0.3340 98.13
180 0.0853 96.88 0.1192 98.12
190 0.0133 100.00 0.0212 97.99
200 0.0076 100.00 0.0244 97.83
210 0.0132 100.00 0.0358 96.69
220 0.0740 93.75 0.1501 97.57
230 0.0097 100.00 0.0227 97.85
240 0.0214 100.00 0.0204 98.03
250 0.0516 96.88 0.0554 97.69
260 0.1137 93.75 0.2597 98.39
270 0.1158 93.75 0.0892 96.08
280 0.1455 96.88 0.0759 97.64
290 0.0049 100.00 0.0194 98.16
300 0.0727 96.88 0.1253 96.31
310 0.0511 96.88 0.1191 99.04
320 0.0336 100.00 0.0109 98.94
330 0.0726 96.88 0.1414 97.05
340 0.1401 96.88 0.1276 98.22
350 0.0424 100.00 0.0197 98.09
360 0.0507 96.88 0.0916 98.51
370 0.1662 93.75 0.2015 96.45
380 0.1598 96.88 0.0701 96.86
390 0.1095 96.88 0.1049 97.47
400 0.0549 96.88 0.0405 97.53
410 0.0921 96.88 0.1534 97.55
420 0.0055 100.00 0.0170 98.35
430 0.0828 96.88 0.0789 97.15
440 0.1119 96.88 0.1419 99.01
450 0.0062 100.00 0.0200 98.09
460 0.0023 100.00 0.0129 98.75
470 0.0031 100.00 0.0120 98.83
480 0.0151 100.00 0.0106 98.97
490 0.0030 100.00 0.0125 98.78
500 0.0297 96.88 0.1323 98.13
510 0.0802 96.88 0.0570 95.43
520 0.0038 100.00 0.0191 98.16
530 0.0125 100.00 0.0169 98.38
540 0.0947 96.88 0.0756 98.58
550 0.0057 100.00 0.0140 98.63
560 0.0127 100.00 0.0185 98.25
570 0.2163 93.75 0.2302 97.23
580 0.0056 100.00 0.0311 97.09
590 0.0088 100.00 0.0164 98.41
600 0.1055 93.75 0.1686 98.01
610 0.0097 100.00 0.0290 97.36
620 0.0332 96.88 0.0465 98.08
630 0.0370 96.88 0.0879 97.95
640 0.0482 96.88 0.0676 98.37
650 0.0050 100.00 0.0207 97.99
660 0.0466 96.88 0.1194 97.69
670 0.0127 100.00 0.0180 98.26
680 0.0409 100.00 0.0149 98.55
690 0.0432 100.00 0.0158 98.47
700 0.0451 96.88 0.1468 98.50
710 0.0665 96.88 0.0772 96.31
720 0.0178 100.00 0.0407 96.26
730 0.3178 96.88 0.2895 96.96
740 0.0156 100.00 0.0331 97.10
750 0.0014 100.00 0.0124 98.79
760 0.2254 93.75 0.1490 97.90
770 0.0022 100.00 0.0111 98.90
780 0.0166 100.00 0.0248 97.69
790 0.0188 100.00 0.0198 98.11
800 0.0075 100.00 0.0149 98.57
810 0.0598 96.88 0.0846 98.30
820 0.0508 100.00 0.0229 98.05
830 0.0797 96.88 0.0884 97.92
840 0.0104 100.00 0.0124 98.81
850 0.0551 96.88 0.1484 97.97
860 0.0719 96.88 0.0562 97.70
870 0.0068 100.00 0.0276 97.40
880 0.2957 96.88 0.0903 97.23
890 0.0313 100.00 0.0476 95.84
900 0.2074 96.88 0.0985 97.51
910 0.0344 100.00 0.0291 97.37
920 0.0299 100.00 0.0287 97.32
930 0.0199 100.00 0.0359 97.07
940 0.0318 100.00 0.0246 97.66
950 0.0674 96.88 0.1537 97.96
960 0.0870 96.88 0.0669 97.35
970 0.3005 87.50 0.3950 97.98
980 0.0063 100.00 0.0239 97.70
990 0.0271 100.00 0.0204 98.03
1000 0.3292 93.75 0.2489 97.46
1010 0.0222 100.00 0.0182 98.25
1020 0.0048 100.00 0.0132 98.71
1030 0.0812 96.88 0.0405 97.22
1040 0.0688 96.88 0.1848 97.34
1050 0.0025 100.00 0.0129 98.73
1060 0.0263 100.00 0.0331 96.91
1070 0.0270 100.00 0.0310 97.04
1080 0.0660 100.00 0.0491 95.66
1090 0.0459 96.88 0.1444 97.96
