batch class_loss class_acc conf_loss conf
0 0.6242 84.38 0.3885 80.71
10 0.5479 84.38 0.3422 78.34
20 0.6666 81.25 0.2751 80.91
30 0.3435 87.50 0.2680 84.37
40 0.5060 78.12 0.1301 80.06
50 0.6907 81.25 0.2684 85.19
60 0.3178 93.75 0.2494 82.99
70 0.4878 84.38 0.1606 81.30
80 0.4042 87.50 0.2284 84.25
90 0.5762 81.25 0.2283 85.15
100 0.5075 84.38 0.2405 84.46
110 0.3283 90.62 0.1363 84.62
120 0.4802 81.25 0.2094 82.32
130 0.4920 81.25 0.2200 82.03
140 0.4196 90.62 0.1905 82.01
150 0.2887 93.75 0.1828 83.61
160 0.6786 78.12 0.3958 77.09
170 0.5645 81.25 0.2800 85.62
180 0.7736 75.00 0.3774 75.41
190 0.5577 78.12 0.3793 81.28
200 0.3839 90.62 0.2357 81.23
210 0.3571 90.62 0.2700 81.41
220 0.5172 81.25 0.2319 79.49
230 0.5260 78.12 0.2504 81.98
240 0.5934 81.25 0.3549 83.29
250 0.4006 90.62 0.1792 84.90
260 0.4968 84.38 0.2949 83.88
270 0.5916 78.12 0.2537 84.33
280 0.4353 90.62 0.2171 81.21
290 0.0937 100.00 0.1137 90.98
300 0.3812 87.50 0.2539 86.79
310 0.7413 75.00 0.2935 82.27
320 0.5615 81.25 0.2695 80.06
330 0.1661 96.88 0.2575 86.48
340 0.6073 78.12 0.2990 84.30
350 0.1932 93.75 0.1269 87.36
360 0.5503 78.12 0.2423 82.79
370 0.3420 87.50 0.2064 85.63
380 0.3952 84.38 0.2361 82.90
390 0.4820 84.38 0.2206 81.97
400 0.5645 81.25 0.1437 80.00
410 0.2734 93.75 0.2216 84.68
420 0.8925 68.75 0.3977 78.19
430 0.5536 87.50 0.2786 77.86
440 0.3619 84.38 0.1603 84.50
450 0.5334 84.38 0.2940 83.01
460 0.4612 84.38 0.1927 86.15
470 0.5800 78.12 0.3688 83.55
480 0.4035 78.12 0.2532 85.62
490 0.7318 81.25 0.2555 80.47
500 0.7722 78.12 0.3362 77.14
510 0.3257 90.62 0.1995 81.12
520 0.3220 84.38 0.1394 85.48
530 0.4818 84.38 0.3164 84.29
540 0.5506 78.12 0.3811 82.61
550 0.3646 84.38 0.3201 85.32
560 0.5783 81.25 0.3082 83.22
570 0.7205 75.00 0.3825 82.87
580 0.4297 84.38 0.2011 80.71
590 0.4235 84.38 0.2455 80.31
600 0.4700 87.50 0.3700 84.97
610 0.5040 81.25 0.1920 80.59
620 0.3314 87.50 0.1131 83.30
630 0.7068 78.12 0.3287 83.15
640 0.2976 90.62 0.2085 83.67
650 0.2490 90.62 0.1771 82.35
660 0.3817 90.62 0.1699 85.24
670 0.3076 90.62 0.1864 86.88
680 0.2032 90.62 0.2472 88.10
690 0.7039 78.12 0.2139 79.72
700 0.4046 90.62 0.2942 83.15
710 0.5100 84.38 0.2373 82.27
720 0.4960 78.12 0.1888 80.34
730 0.3082 96.88 0.2137 83.94
740 0.9822 75.00 0.4307 80.59
750 0.3846 84.38 0.2509 86.94
760 0.4011 93.75 0.2336 89.49
770 0.6627 78.12 0.3178 80.31
780 0.3987 84.38 0.1692 83.40
790 0.5923 81.25 0.1928 78.88
800 0.8224 68.75 0.2316 80.60
810 0.4943 90.62 0.2470 80.58
820 0.7057 71.88 0.5012 79.31
830 0.3643 90.62 0.2210 88.06
840 0.3938 84.38 0.1344 84.32
850 0.2744 93.75 0.1014 89.19
860 0.4481 87.50 0.2231 81.81
870 0.3160 87.50 0.1374 84.45
880 0.3975 87.50 0.1481 87.64
890 0.5083 81.25 0.2329 83.03
900 0.2442 96.88 0.2416 88.31
910 0.4553 84.38 0.1972 81.24
920 0.7367 81.25 0.3469 80.01
930 0.5706 78.12 0.2542 79.53
940 0.2633 93.75 0.1441 85.01
950 0.3407 90.62 0.1838 84.52
960 0.4483 84.38 0.2612 83.72
970 0.3704 87.50 0.2196 84.25
980 0.7624 78.12 0.1984 79.76
990 0.7570 78.12 0.1974 79.63
1000 0.4523 84.38 0.2019 81.95
1010 0.4149 84.38 0.1205 83.40
1020 0.3197 87.50 0.3904 86.21
1030 0.3562 84.38 0.1834 85.89
1040 0.3340 84.38 0.0633 84.08
1050 0.9195 71.88 0.2669 78.28
1060 0.3071 93.75 0.1728 83.63
1070 0.8260 71.88 0.5108 84.05
1080 0.2232 93.75 0.0936 87.77
1090 0.2769 93.75 0.2173 85.83
1100 1.1397 71.88 0.7111 79.12
1110 0.8460 65.62 0.4339 82.17
1120 0.4227 81.25 0.1784 80.93
1130 0.3676 84.38 0.2657 82.04
1140 0.6137 78.12 0.1527 78.13
1150 0.3512 87.50 0.2241 82.95
1160 0.7539 68.75 0.1947 78.51
1170 0.4004 84.38 0.1159 83.39
1180 0.5158 81.25 0.2100 82.25
1190 0.4583 84.38 0.3064 84.61
1200 0.6275 75.00 0.2231 82.67
1210 0.7255 75.00 0.3972 83.94
1220 0.7676 68.75 0.2382 76.55
1230 0.3733 84.38 0.1461 84.18
1240 0.4886 84.38 0.1339 81.76
1250 0.1876 90.62 0.1892 88.10
1260 0.7694 75.00 0.3649 82.58
1270 0.3110 87.50 0.1576 83.65
1280 0.5439 81.25 0.1578 80.07
1290 0.5881 75.00 0.1447 77.60
1300 0.6822 78.12 0.2351 83.42
1310 0.4561 81.25 0.1792 82.23
1320 0.6454 75.00 0.2981 79.48
1330 0.5986 75.00 0.1408 79.45
1340 0.5832 75.00 0.2916 81.95
1350 0.5157 81.25 0.1747 80.72
1360 0.7571 68.75 0.6040 83.42
1370 0.4968 78.12 0.1899 82.27
1380 0.3492 90.62 0.1932 82.29
1390 0.3975 87.50 0.1951 88.61
1400 0.7664 78.12 0.4472 84.96
1410 0.3855 87.50 0.1524 83.15
1420 0.3499 84.38 0.1493 82.37
1430 0.5779 81.25 0.2744 84.25
1440 0.3733 87.50 0.2389 80.87
1450 0.5749 78.12 0.3939 84.25
1460 0.3605 87.50 0.2053 84.30
1470 0.8088 78.12 0.2479 77.97
1480 0.6583 75.00 0.2333 76.30
1490 0.5182 84.38 0.1394 83.16
1500 0.3016 90.62 0.1162 83.84
1510 0.5354 81.25 0.3473 80.79
1520 0.3057 87.50 0.2579 85.72
1530 0.5914 78.12 0.3459 81.47
1540 0.7057 75.00 0.2943 76.35
1550 0.6112 75.00 0.2409 79.92
1560 0.3005 90.62 0.1130 85.22
1570 0.5609 78.12 0.1826 79.30
1580 0.4382 87.50 0.1936 81.23
1590 0.2977 90.62 0.1526 85.28
1600 0.4126 87.50 0.3289 80.62
1610 0.3967 90.62 0.2169 86.38
1620 0.5125 84.38 0.1888 82.17
1630 0.3493 84.38 0.2531 87.18
1640 0.3789 93.75 0.4062 81.55
1650 0.6591 75.00 0.2603 78.32
1660 0.4295 81.25 0.1760 80.89
1670 0.4260 84.38 0.1324 88.17
1680 0.7342 75.00 0.3758 85.53
1690 0.2777 90.62 0.2335 86.78
1700 0.2569 93.75 0.2349 86.66
1710 0.5386 81.25 0.2417 83.82
1720 0.4750 81.25 0.2475 83.56
1730 0.5050 84.38 0.1935 83.07
1740 0.6356 81.25 0.2349 82.91
1750 0.5632 81.25 0.2389 76.90
1760 0.3414 87.50 0.1960 84.58
1770 0.5824 84.38 0.2259 74.15
1780 0.4336 87.50 0.1797 81.28
1790 0.5450 71.88 0.2574 82.65
1800 0.4046 90.62 0.1968 82.54
1810 0.2825 93.75 0.1414 86.42
1820 0.5074 84.38 0.2445 83.50
1830 0.4501 84.38 0.1130 86.78
1840 0.5761 75.00 0.2263 79.24
1850 0.6169 84.38 0.2571 80.45
1860 0.2251 93.75 0.1410 83.97
1870 0.2243 93.75 0.1166 87.44
