batch class_loss class_acc conf_loss conf
0 0.3189 93.75 0.2473 83.01
10 0.4590 84.38 0.1611 87.31
20 0.4258 81.25 0.2294 83.40
30 0.5341 84.38 0.2953 81.43
40 0.7602 75.00 0.4053 85.44
50 0.5875 81.25 0.1775 82.04
60 0.6219 78.12 0.3302 78.52
70 0.4155 87.50 0.2421 84.76
80 0.6362 75.00 0.2930 82.10
90 0.6426 78.12 0.2525 78.79
100 0.8215 75.00 0.3608 79.08
110 0.3486 84.38 0.1926 84.21
120 0.4743 81.25 0.2049 85.54
130 0.3732 87.50 0.3570 84.88
140 0.3535 84.38 0.1135 85.44
150 0.6428 81.25 0.2493 77.45
160 0.3458 84.38 0.0601 83.80
170 0.6083 81.25 0.3110 82.03
180 0.4753 78.12 0.3090 80.89
190 0.4797 84.38 0.2837 83.42
200 0.3208 90.62 0.1270 84.07
210 0.3630 87.50 0.1429 87.50
220 0.5982 78.12 0.2005 83.12
230 0.3225 90.62 0.1174 86.46
240 0.4894 84.38 0.1792 81.45
250 0.3360 87.50 0.3012 90.06
260 0.5935 78.12 0.3359 83.53
270 0.3632 81.25 0.2481 82.22
280 0.6694 75.00 0.2489 76.01
290 0.3017 90.62 0.1575 84.29
300 0.5950 81.25 0.2697 83.37
310 0.3564 87.50 0.3099 83.40
320 0.6983 81.25 0.3179 80.93
330 0.3440 87.50 0.1263 85.34
340 0.8344 78.12 0.4483 81.00
350 0.6824 81.25 0.2304 79.65
360 0.2833 90.62 0.1122 86.97
370 0.4599 78.12 0.2637 85.42
380 0.3245 87.50 0.2290 86.46
390 0.2606 93.75 0.1466 89.61
400 0.4549 87.50 0.2085 88.57
410 0.5386 78.12 0.2507 82.27
420 0.5834 81.25 0.2690 85.50
430 0.5248 81.25 0.1221 81.83
440 0.5323 81.25 0.1649 82.10
450 0.6614 75.00 0.2591 81.97
460 0.5201 81.25 0.3520 84.94
470 0.4081 84.38 0.1902 86.49
480 0.4332 90.62 0.3737 84.01
490 0.6178 81.25 0.1822 79.33
500 0.1931 96.88 0.1257 89.56
510 0.5983 75.00 0.2842 82.61
520 0.2863 87.50 0.1731 81.76
530 0.7365 78.12 0.1982 85.18
540 0.5302 78.12 0.2604 82.01
550 0.4440 81.25 0.3314 86.65
560 0.6885 78.12 0.2941 81.78
570 0.3751 90.62 0.2050 82.81
580 0.3387 87.50 0.1119 83.39
