batch class_loss class_acc conf_loss conf
0 2.3318 15.62 0.7866 54.95
10 2.2515 18.75 0.5332 32.28
20 2.2313 12.50 0.4079 22.78
30 2.0196 46.88 0.8303 24.01
40 1.9306 50.00 0.7384 32.03
50 1.7119 43.75 0.5288 41.70
60 1.6764 46.88 0.6906 49.54
70 1.6016 43.75 0.5925 53.50
80 1.4029 56.25 0.6656 56.37
90 1.2206 59.38 0.5838 56.93
100 1.3300 56.25 0.5057 59.26
110 1.3224 56.25 0.5073 61.55
120 0.9096 71.88 0.4196 64.42
130 1.0263 68.75 0.6158 70.17
140 1.0929 68.75 0.4989 70.76
150 1.0131 59.38 0.5946 69.43
160 1.0133 62.50 0.5508 68.90
170 0.8512 75.00 0.3564 67.08
180 0.6991 78.12 0.4623 66.17
190 0.9413 75.00 0.4267 68.22
200 0.8271 71.88 0.4143 71.50
210 0.7107 71.88 0.3396 74.99
220 1.0109 68.75 0.5908 77.86
230 0.9224 75.00 0.5022 76.78
240 0.8425 68.75 0.4470 72.88
250 0.6327 81.25 0.3892 72.49
260 0.7255 75.00 0.3969 75.09
270 0.8713 78.12 0.4967 75.05
280 0.7402 78.12 0.5230 73.44
290 0.7756 71.88 0.3008 74.10
300 0.5926 81.25 0.3865 71.79
310 0.6548 78.12 0.2468 71.85
320 0.7753 78.12 0.3259 72.45
330 0.4986 78.12 0.4452 74.18
340 1.0380 59.38 0.4291 74.79
350 0.6973 78.12 0.2927 74.39
360 0.5838 84.38 0.2793 76.35
370 0.6452 78.12 0.4943 78.11
380 0.5355 81.25 0.4803 78.41
390 0.8176 78.12 0.3977 75.77
400 0.8739 71.88 0.4487 76.36
410 0.5785 81.25 0.2637 74.38
420 0.7459 84.38 0.3947 75.63
430 0.8276 68.75 0.3741 76.19
440 0.5947 81.25 0.2981 77.35
450 0.6629 78.12 0.3889 78.84
460 0.6435 81.25 0.4766 80.34
470 0.5561 84.38 0.2759 77.27
480 0.5495 81.25 0.3436 77.22
490 0.3777 87.50 0.3099 77.59
500 0.5066 78.12 0.3591 77.06
510 0.8075 65.62 0.4637 75.98
520 0.9467 62.50 0.3441 73.56
530 0.5926 78.12 0.3574 73.97
540 0.5855 78.12 0.4381 75.70
550 0.6830 75.00 0.3424 76.98
560 0.9175 68.75 0.3698 74.52
570 0.8777 71.88 0.3852 77.84
580 0.4495 84.38 0.2337 78.26
590 0.8582 71.88 0.4537 77.90
600 0.8997 68.75 0.6542 82.06
610 0.8401 81.25 0.4449 78.69
620 0.4316 87.50 0.1677 80.26
630 0.7204 78.12 0.3425 77.60
640 0.6009 81.25 0.2218 79.06
650 0.4203 81.25 0.1324 78.71
660 0.4554 81.25 0.2565 80.08
670 0.5827 84.38 0.2548 78.08
680 0.6888 81.25 0.4099 78.26
690 0.6549 71.88 0.3469 78.13
700 1.2182 56.25 0.6289 76.14
710 0.5816 81.25 0.3577 74.31
720 0.5898 81.25 0.3684 75.93
730 0.6208 78.12 0.3742 76.92
740 0.4406 90.62 0.1904 79.80
750 0.8164 84.38 0.3609 80.56
760 0.8844 75.00 0.3134 80.23
770 1.0419 75.00 0.3010 82.06
780 0.5973 81.25 0.1243 78.91
790 0.6462 75.00 0.2679 76.72
800 0.7126 78.12 0.3384 80.82
810 0.4173 87.50 0.2653 78.21
820 0.6972 81.25 0.3083 79.73
830 0.6541 78.12 0.3276 79.12
840 0.7298 75.00 0.2626 77.42
850 0.5043 81.25 0.3394 81.78
860 0.6147 81.25 0.3010 78.91
870 0.5607 78.12 0.2659 78.59
880 0.7884 75.00 0.2490 79.15
890 0.4471 87.50 0.2600 82.19
900 0.3174 87.50 0.2495 84.02
910 0.8193 78.12 0.4247 78.88
920 0.3817 84.38 0.2762 79.71
930 1.0137 68.75 0.5391 78.98
940 0.6316 78.12 0.3869 79.55
950 0.9218 59.38 0.5544 74.32
960 0.6275 84.38 0.3059 75.52
970 0.4281 81.25 0.3450 82.63
980 0.5923 78.12 0.3072 81.06
990 0.5100 78.12 0.3545 83.53
1000 0.5320 84.38 0.3256 81.78
1010 0.7059 75.00 0.2952 77.46
1020 0.8223 75.00 0.2618 78.84
1030 0.3538 87.50 0.2428 82.53
1040 0.3967 87.50 0.2005 82.77
1050 0.4820 81.25 0.3398 79.97
1060 0.5590 81.25 0.3104 77.69
