batch class_loss class_acc conf_loss conf
0 0.7694 75.00 0.2770 73.18
10 0.5267 81.25 0.1966 80.98
20 0.7250 75.00 0.1936 79.09
30 0.6215 78.12 0.4921 86.10
40 0.5877 81.25 0.3048 84.58
50 0.7088 75.00 0.3720 80.04
60 0.1958 93.75 0.2315 88.09
70 0.3791 84.38 0.2203 81.04
80 0.7737 68.75 0.2138 79.38
90 0.5682 81.25 0.1776 81.15
100 0.3702 84.38 0.2632 87.86
110 0.4666 87.50 0.2243 80.87
120 0.7046 71.88 0.2422 78.19
130 0.3366 93.75 0.1984 83.15
140 0.6802 78.12 0.2330 84.25
150 0.4524 84.38 0.2685 79.97
160 0.5425 78.12 0.3139 81.68
170 0.3768 84.38 0.1346 85.30
180 0.4984 78.12 0.4217 79.29
190 0.6020 84.38 0.3095 83.08
200 0.7406 68.75 0.3887 77.96
210 0.3177 90.62 0.1661 85.39
220 0.8634 78.12 0.4319 82.47
230 0.7356 75.00 0.3782 79.21
240 0.5733 81.25 0.3858 80.69
250 0.7151 68.75 0.2005 77.53
260 0.4252 87.50 0.2613 83.23
270 0.5006 84.38 0.3634 84.45
280 0.4671 84.38 0.1913 82.15
290 0.4215 78.12 0.1969 80.63
300 0.5534 81.25 0.2904 78.15
310 0.5631 78.12 0.2563 79.69
320 0.6161 75.00 0.2749 81.88
330 0.5612 81.25 0.2531 80.23
340 1.0513 68.75 0.2888 74.16
350 0.6360 75.00 0.3417 81.00
360 0.3894 87.50 0.2453 83.79
370 0.7503 68.75 0.5389 80.60
380 0.7497 81.25 0.2638 82.64
390 0.7099 78.12 0.2494 81.30
400 0.8240 71.88 0.3229 82.11
410 0.5952 81.25 0.4777 81.97
420 0.7236 78.12 0.2484 77.57
430 0.6857 84.38 0.2614 85.33
440 0.5614 84.38 0.4559 83.91
450 0.5426 78.12 0.2922 80.19
460 0.4077 87.50 0.1807 82.95
470 0.3900 87.50 0.2172 85.67
480 0.4719 78.12 0.2857 83.05
490 0.5094 78.12 0.3783 82.98
500 0.7286 71.88 0.2498 80.71
510 0.3433 87.50 0.2064 86.04
520 0.5475 81.25 0.1535 83.68
530 0.5202 81.25 0.1920 84.23
540 0.4092 81.25 0.1896 84.04
550 0.3726 87.50 0.1448 84.29
