batch class_loss class_acc conf_loss conf
0 2.3485 9.38 0.5887 43.73
10 2.1492 28.12 0.5964 25.41
20 1.9700 37.50 0.7037 31.35
30 1.5647 65.62 0.7744 45.63
40 1.4030 78.12 0.5812 58.51
50 1.3740 53.12 0.7135 70.59
60 0.8028 78.12 0.4502 74.95
70 1.3324 59.38 0.6899 74.67
80 0.7288 87.50 0.4467 76.21
90 0.5711 93.75 0.3732 80.29
100 0.5469 87.50 0.2842 86.14
110 0.6309 84.38 0.3835 87.54
120 0.3512 93.75 0.2210 88.29
130 0.3405 93.75 0.2142 88.72
140 0.3985 87.50 0.2971 89.52
150 0.2548 96.88 0.1470 90.31
160 0.2618 93.75 0.1667 90.70
170 0.2579 100.00 0.1055 90.39
180 0.4139 87.50 0.3084 92.32
190 0.3419 90.62 0.3260 92.23
200 0.2286 93.75 0.2136 91.15
210 0.1182 100.00 0.1126 89.67
220 0.2188 90.62 0.2215 91.06
230 0.2157 96.88 0.1356 90.24
240 0.2484 90.62 0.2672 91.67
250 0.3555 90.62 0.2978 92.40
260 0.2008 93.75 0.2571 91.93
270 0.3197 93.75 0.2030 92.73
280 0.4689 84.38 0.3652 93.24
290 0.1834 93.75 0.2055 92.54
300 0.6047 84.38 0.3751 90.60
310 0.0958 100.00 0.0771 92.78
320 0.4390 81.25 0.4892 94.50
330 0.3598 93.75 0.1883 94.96
340 0.1884 96.88 0.1075 94.42
350 0.1335 96.88 0.1082 94.57
360 0.2256 93.75 0.2033 94.66
370 0.4106 84.38 0.3702 92.88
380 0.0996 100.00 0.0645 93.89
390 0.2872 90.62 0.2846 94.08
400 0.1977 90.62 0.1828 93.71
410 0.1421 90.62 0.2673 94.69
420 0.1342 93.75 0.2055 92.78
430 0.1035 96.88 0.1542 94.12
440 0.2752 93.75 0.2504 93.91
450 0.1420 90.62 0.2619 93.66
460 0.2705 87.50 0.2691 93.85
470 0.2035 93.75 0.2573 92.64
480 0.1993 93.75 0.2375 93.82
490 0.2214 90.62 0.2842 93.86
500 0.4685 84.38 0.3497 93.46
510 0.0715 96.88 0.1241 92.45
520 0.2337 93.75 0.1338 93.77
530 0.1380 93.75 0.1984 94.98
540 0.1146 96.88 0.1186 94.11
550 0.2410 96.88 0.1439 94.72
560 0.1848 90.62 0.3042 94.88
570 0.0225 100.00 0.0501 95.39
580 0.3737 87.50 0.2245 94.46
590 0.2719 93.75 0.1584 94.17
600 0.3748 87.50 0.3362 93.40
610 0.2122 93.75 0.1490 93.10
620 0.2176 93.75 0.1537 95.30
630 0.1733 90.62 0.2503 94.05
640 0.0841 96.88 0.0987 95.31
650 0.1180 96.88 0.1367 94.53
660 0.0986 100.00 0.0705 93.60
670 0.0484 100.00 0.0526 95.03
680 0.0494 96.88 0.1196 96.11
690 0.0797 96.88 0.1128 95.42
700 0.2124 93.75 0.1482 94.16
710 0.2894 90.62 0.2969 92.75
720 0.2051 96.88 0.1700 94.97
730 0.0710 96.88 0.1045 95.60
740 0.2625 93.75 0.2700 95.22
750 0.1274 90.62 0.3494 97.03
760 0.1410 93.75 0.2143 95.00
770 0.1123 96.88 0.1296 95.22
780 0.4370 87.50 0.3177 95.90
790 0.0810 96.88 0.1242 94.67
800 0.2817 87.50 0.2732 93.75
810 0.0420 100.00 0.0576 94.69
820 0.0982 96.88 0.0999 95.46
830 0.2135 90.62 0.2458 95.78
840 0.0585 96.88 0.1328 94.67
850 0.0668 96.88 0.0985 93.60
860 0.0716 96.88 0.1090 94.90
870 0.0406 100.00 0.0435 95.88
880 0.0742 96.88 0.0946 95.79
890 0.0883 96.88 0.0971 95.95
900 0.2135 90.62 0.2804 96.67
910 0.0371 100.00 0.0384 96.33
920 0.1667 93.75 0.1694 96.72
930 0.0417 100.00 0.0403 96.12
940 0.1468 96.88 0.1239 94.80
950 0.0696 96.88 0.1081 95.38
960 0.1236 93.75 0.2194 95.66
970 0.2195 93.75 0.2193 96.06
980 0.5042 90.62 0.2737 95.30
990 0.0988 93.75 0.1361 95.16
1000 0.0838 96.88 0.0683 95.24
1010 0.1024 96.88 0.1162 95.10
1020 0.3306 93.75 0.2309 95.50
1030 0.2513 93.75 0.2343 95.40
1040 0.1844 90.62 0.2408 95.61
1050 0.4679 90.62 0.3170 95.82
1060 0.1958 96.88 0.1380 93.86
1070 0.2128 90.62 0.2687 96.29
1080 0.1217 96.88 0.1303 94.88
1090 0.2398 93.75 0.2262 94.82
1100 0.0598 100.00 0.0432 95.91
1110 0.1099 96.88 0.0645 96.04
1120 0.1297 96.88 0.1450 96.99
1130 0.1316 96.88 0.0695 96.17
1140 0.3852 87.50 0.4383 95.92
1150 0.1111 96.88 0.0988 94.87
1160 0.0265 100.00 0.0385 96.31
1170 0.1191 96.88 0.1202 97.01
1180 0.0521 96.88 0.0890 96.90
1190 0.0131 100.00 0.0284 97.24
1200 0.0968 96.88 0.1535 97.23
1210 0.1071 93.75 0.1584 94.75
1220 0.0761 96.88 0.1020 96.53
1230 0.3056 90.62 0.3388 97.02
1240 0.0314 100.00 0.0280 97.30
1250 0.1331 96.88 0.1506 97.45
1260 0.2067 96.88 0.1134 96.27
1270 0.2733 90.62 0.2491 96.58
1280 0.2064 93.75 0.1932 96.16
1290 0.1817 93.75 0.1390 96.17
1300 0.1027 93.75 0.1751 95.08
1310 0.1620 96.88 0.0979 96.26
1320 0.1208 96.88 0.0903 96.34
1330 0.3090 93.75 0.1796 95.80
1340 0.2122 93.75 0.2300 97.71
1350 0.2730 87.50 0.3234 96.58
1360 0.2212 90.62 0.2955 97.05
1370 0.0681 96.88 0.1002 95.79
1380 0.0377 100.00 0.0284 97.26
1390 0.0162 100.00 0.0215 97.90
1400 0.0671 100.00 0.0356 96.65
1410 0.0459 96.88 0.1905 96.69
1420 0.1987 93.75 0.3215 95.85
1430 0.2159 90.62 0.2199 94.93
1440 0.0318 100.00 0.0462 95.56
1450 0.0877 96.88 0.0685 94.87
1460 0.0239 100.00 0.0564 94.99
1470 0.0752 100.00 0.0500 95.35
1480 0.1026 96.88 0.1308 97.48
1490 0.0880 96.88 0.0842 95.71
1500 0.2136 96.88 0.1140 96.18
1510 0.0427 100.00 0.0463 95.74
1520 0.0457 100.00 0.0387 96.35
1530 0.0373 100.00 0.0311 97.03
1540 0.2560 96.88 0.1317 96.15
1550 0.0082 100.00 0.0233 97.73
1560 0.1488 96.88 0.0599 96.34
1570 0.0735 96.88 0.1551 96.35
1580 0.0699 96.88 0.0697 96.38
1590 0.0310 100.00 0.0422 95.99
1600 0.2677 90.62 0.3206 96.02
1610 0.1195 96.88 0.0796 96.20
1620 0.2455 93.75 0.1706 95.70
1630 0.1030 96.88 0.2053 96.39
1640 0.1660 96.88 0.1563 96.58
1650 0.1031 96.88 0.0736 96.72
1660 0.0608 96.88 0.0990 97.25
1670 0.3310 90.62 0.2963 96.91
1680 0.0964 100.00 0.0563 94.78
1690 0.1530 90.62 0.2710 96.23
1700 0.0792 96.88 0.1431 96.17
1710 0.1871 96.88 0.0684 95.98
1720 0.3088 90.62 0.2803 95.71
1730 0.1090 96.88 0.0993 96.89
1740 0.0150 100.00 0.0267 97.41
1750 0.1179 93.75 0.1495 97.17
1760 0.1088 93.75 0.1206 95.27
1770 0.0298 100.00 0.0397 96.29
1780 0.0570 96.88 0.0545 96.45
1790 0.0292 100.00 0.0158 98.45
1800 0.0842 96.88 0.0997 97.32
1810 0.0966 96.88 0.1574 98.24
1820 0.0946 96.88 0.0820 97.49
1830 0.0919 96.88 0.1182 98.26
1840 0.0757 96.88 0.0541 96.53
1850 0.0183 100.00 0.0239 97.68
1860 0.1395 96.88 0.1534 96.14
1870 0.2585 96.88 0.1321 96.84
