batch class_loss class_acc conf_loss conf
0 0.0237 100.00 0.0070 99.31
10 0.0042 100.00 0.0066 99.34
20 0.0253 100.00 0.0096 99.06
30 0.0766 96.88 0.1042 99.24
40 0.0472 100.00 0.0178 98.31
50 0.0474 100.00 0.0289 97.44
60 0.0126 100.00 0.0132 98.71
70 0.0860 93.75 0.1422 97.24
80 0.0752 96.88 0.0874 96.96
90 0.0034 100.00 0.0143 98.63
100 0.0163 100.00 0.0139 98.65
110 0.0066 100.00 0.0138 98.71
120 0.0667 96.88 0.1062 97.57
130 0.0536 96.88 0.0752 98.92
140 0.1567 96.88 0.0840 97.15
150 0.0340 96.88 0.1065 98.29
160 0.0554 96.88 0.0383 98.28
170 0.0343 96.88 0.0653 98.48
180 0.0276 100.00 0.0083 99.18
190 0.2734 87.50 0.2308 96.66
200 0.0115 100.00 0.0104 99.00
210 0.0011 100.00 0.0115 98.88
220 0.0081 100.00 0.0134 98.71
230 0.0455 96.88 0.0874 98.89
240 0.0187 100.00 0.0131 98.75
250 0.0195 100.00 0.0130 98.76
260 0.1130 93.75 0.1635 98.93
270 0.1581 93.75 0.2906 98.60
280 0.0238 100.00 0.0169 98.38
290 0.1054 96.88 0.1204 99.36
300 0.0805 96.88 0.1913 98.21
310 0.0237 100.00 0.0218 98.07
320 0.0029 100.00 0.0129 98.76
330 0.0199 100.00 0.0173 98.34
340 0.0464 96.88 0.0556 98.39
350 0.0151 100.00 0.0095 99.06
360 0.0056 100.00 0.0132 98.72
370 0.0068 100.00 0.0098 99.05
380 0.0538 96.88 0.0843 99.02
390 0.0020 100.00 0.0088 99.13
400 0.0111 100.00 0.0107 98.96
410 0.1029 93.75 0.2068 98.88
420 0.0137 100.00 0.0152 98.56
430 0.0046 100.00 0.0136 98.69
440 0.0029 100.00 0.0174 98.42
450 0.0022 100.00 0.0133 98.72
460 0.0251 100.00 0.0179 98.27
470 0.0083 100.00 0.0104 98.99
480 0.0113 100.00 0.0145 98.60
490 0.0931 96.88 0.1917 98.40
500 0.0511 96.88 0.0717 98.87
510 0.0919 96.88 0.1283 99.18
520 0.0056 100.00 0.0143 98.61
530 0.0057 100.00 0.0198 98.14
540 0.0412 96.88 0.0852 98.45
550 0.0268 100.00 0.0115 98.88
560 0.0906 93.75 0.2620 98.61
570 0.0703 96.88 0.1013 98.64
580 0.1070 96.88 0.1229 98.05
590 0.0589 96.88 0.1011 98.68
600 0.0060 100.00 0.0182 98.29
610 0.0942 96.88 0.0719 97.84
620 0.0267 100.00 0.0140 98.70
630 0.0009 100.00 0.0116 98.86
640 0.1155 96.88 0.1306 98.21
650 0.0013 100.00 0.0231 97.95
660 0.0111 100.00 0.0324 97.06
670 0.0023 100.00 0.0168 98.40
680 0.0268 100.00 0.0373 96.82
690 0.0203 100.00 0.0159 98.46
700 0.0200 100.00 0.0170 98.37
710 0.0137 100.00 0.0128 98.76
720 0.0490 96.88 0.1910 98.98
730 0.0025 100.00 0.0089 99.12
740 0.0482 96.88 0.1508 98.97
750 0.0435 100.00 0.0301 97.20
760 0.0727 96.88 0.0979 98.52
770 0.0472 96.88 0.0994 97.20
780 0.1512 93.75 0.1528 97.95
790 0.0258 100.00 0.0121 98.81
800 0.1050 93.75 0.1976 97.51
810 0.0780 96.88 0.0849 96.29
820 0.0033 100.00 0.0226 97.87
830 0.1706 96.88 0.1358 98.85
840 0.0095 100.00 0.0164 98.43
850 0.0043 100.00 0.0127 98.77
860 0.0224 100.00 0.0200 98.19
870 0.0022 100.00 0.0159 98.52
880 0.1436 90.62 0.3963 98.00
890 0.0077 100.00 0.0155 98.50
900 0.0004 100.00 0.0117 98.86
910 0.0090 100.00 0.0319 97.00
920 0.0106 100.00 0.0188 98.27
930 0.0707 96.88 0.1037 98.21
940 0.0079 100.00 0.0158 98.48
950 0.0647 93.75 0.1391 98.04
960 0.1740 93.75 0.1404 97.29
970 0.0012 100.00 0.0118 98.85
980 0.1060 93.75 0.1661 98.85
990 0.0020 100.00 0.0314 97.18
1000 0.0052 100.00 0.0115 98.87
1010 0.0074 100.00 0.0160 98.45
1020 0.0778 96.88 0.2104 98.27
1030 0.0210 100.00 0.0171 98.37
1040 0.0289 100.00 0.0138 98.68
1050 0.0089 100.00 0.0091 99.12
1060 0.0011 100.00 0.0080 99.22
1070 0.0486 96.88 0.0709 98.31
1080 0.0188 100.00 0.0156 98.51
1090 0.1001 96.88 0.1136 99.06
1100 0.1120 93.75 0.1989 98.46
1110 0.0045 100.00 0.0168 98.40
1120 0.0783 96.88 0.0774 97.71
1130 0.0035 100.00 0.0105 98.98
1140 0.1109 93.75 0.1355 97.97
1150 0.0667 93.75 0.2613 98.89
1160 0.1835 93.75 0.2176 98.38
1170 0.0084 100.00 0.0245 97.77
1180 0.0206 100.00 0.0244 97.75
1190 0.0291 100.00 0.0146 98.61
1200 0.0044 100.00 0.0227 97.92
1210 0.1033 96.88 0.1658 98.61
1220 0.0458 96.88 0.0635 98.56
1230 0.0132 100.00 0.0178 98.38
1240 0.1553 93.75 0.1539 98.34
1250 0.1716 93.75 0.1623 96.49
1260 0.1969 93.75 0.2091 98.00
1270 0.0084 100.00 0.0146 98.58
1280 0.0122 100.00 0.0143 98.61
1290 0.0142 100.00 0.0141 98.65
1300 0.0037 100.00 0.0094 99.08
1310 0.0213 100.00 0.0091 99.11
1320 0.0135 100.00 0.0289 97.48
1330 0.1779 93.75 0.2277 98.23
1340 0.1029 96.88 0.1252 97.86
1350 0.0269 100.00 0.0165 98.42
1360 0.1042 96.88 0.0620 98.32
1370 0.0089 100.00 0.0131 98.72
1380 0.0792 96.88 0.0881 97.25
1390 0.0756 93.75 0.2125 98.06
1400 0.0798 96.88 0.0787 98.23
1410 0.0071 100.00 0.0234 97.84
1420 0.0160 100.00 0.0119 98.84
1430 0.0672 96.88 0.0970 98.54
1440 0.0105 100.00 0.0252 97.61
1450 0.0309 96.88 0.1401 98.89
1460 0.1555 93.75 0.1565 97.97
1470 0.0061 100.00 0.0162 98.44
1480 0.0075 100.00 0.0238 97.75
1490 0.1617 93.75 0.1716 98.84
1500 0.0037 100.00 0.0079 99.22
1510 0.0427 96.88 0.1128 98.77
1520 0.0732 96.88 0.0481 97.38
1530 0.0089 100.00 0.0108 98.95
1540 0.1267 90.62 0.2081 97.63
1550 0.0137 100.00 0.0143 98.61
1560 0.0093 100.00 0.0254 97.59
1570 0.0146 100.00 0.0359 96.95
1580 0.1397 93.75 0.3214 98.32
1590 0.0027 100.00 0.0172 98.33
1600 0.0914 93.75 0.1106 97.17
1610 0.0076 100.00 0.0163 98.42
1620 0.0094 100.00 0.0182 98.25
1630 0.0020 100.00 0.0139 98.64
1640 0.0039 100.00 0.0175 98.33
1650 0.0109 100.00 0.0142 98.64
1660 0.0016 100.00 0.0091 99.13
1670 0.0024 100.00 0.0069 99.31
1680 0.1057 96.88 0.1949 99.24
1690 0.3166 93.75 0.2278 98.61
1700 0.0017 100.00 0.0102 99.00
1710 0.0417 100.00 0.0180 98.28
1720 0.0273 100.00 0.0164 98.45
1730 0.1234 93.75 0.0571 96.17
1740 0.0653 96.88 0.0650 98.16
1750 0.0283 100.00 0.0212 98.01
1760 0.0234 100.00 0.0108 98.95
1770 0.0101 100.00 0.0159 98.50
1780 0.0014 100.00 0.0125 98.81
1790 0.0288 96.88 0.0554 97.92
1800 0.0050 100.00 0.0106 98.96
1810 0.0523 96.88 0.0861 98.38
1820 0.0080 100.00 0.0190 98.27
1830 0.0163 100.00 0.0129 98.75
1840 0.0284 96.88 0.0940 98.88
1850 0.0059 100.00 0.0174 98.32
1860 0.0076 100.00 0.0131 98.79
1870 0.1100 96.88 0.1052 98.68
