batch class_loss class_acc conf_loss conf
0 0.0032 100.00 0.0107 98.96
10 0.0098 100.00 0.0162 98.42
20 0.5901 90.62 0.3367 98.45
30 0.0282 100.00 0.0272 97.48
40 0.0393 100.00 0.0173 98.32
50 0.0044 100.00 0.0114 98.89
60 0.0106 100.00 0.0207 97.99
70 0.1499 90.62 0.1795 97.15
80 0.0386 100.00 0.0453 95.91
90 0.1157 96.88 0.0876 97.73
100 0.1662 96.88 0.1359 98.43
110 0.0554 96.88 0.1093 97.71
120 0.0183 100.00 0.0341 96.87
130 0.0974 96.88 0.1153 98.24
140 0.0138 100.00 0.0133 98.70
150 0.1608 96.88 0.1701 98.12
160 0.0969 96.88 0.0961 97.41
170 0.0939 96.88 0.1391 97.95
180 0.0047 100.00 0.0217 97.90
190 0.0842 96.88 0.1197 98.22
200 0.0600 96.88 0.1010 97.71
210 0.0418 100.00 0.0440 96.18
220 0.1518 96.88 0.0809 97.86
230 0.0030 100.00 0.0173 98.34
240 0.1450 93.75 0.1590 96.79
250 0.0217 100.00 0.0145 98.58
260 0.0087 100.00 0.0210 98.00
270 0.0173 100.00 0.0261 97.56
280 0.0067 100.00 0.0325 96.97
290 0.0061 100.00 0.0293 97.33
300 0.1368 96.88 0.1361 98.48
310 0.1591 90.62 0.3236 98.25
320 0.0979 96.88 0.1365 98.77
330 0.1841 93.75 0.1604 98.04
340 0.0068 100.00 0.0186 98.22
350 0.0287 100.00 0.0204 98.02
360 0.0975 96.88 0.1319 97.52
370 0.0174 100.00 0.0238 97.73
380 0.0805 96.88 0.1446 98.18
390 0.0814 96.88 0.0793 97.66
400 0.0155 100.00 0.0175 98.31
410 0.0111 100.00 0.0319 96.98
420 0.0740 96.88 0.0796 97.29
430 0.1248 93.75 0.1944 96.41
440 0.0218 100.00 0.0256 97.52
450 0.0184 100.00 0.0486 95.69
460 0.0626 96.88 0.1205 96.55
470 0.0137 100.00 0.0216 97.93
480 0.0497 96.88 0.1299 97.60
490 0.0541 96.88 0.0615 97.41
500 0.2157 90.62 0.2679 97.19
510 0.0567 96.88 0.0965 97.19
520 0.0846 96.88 0.1405 96.99
530 0.1907 96.88 0.1171 98.16
540 0.2255 93.75 0.2259 97.75
550 0.1263 93.75 0.1484 97.25
560 0.0017 100.00 0.0096 99.05
570 0.0065 100.00 0.0198 98.09
580 0.0204 100.00 0.0200 98.12
590 0.0251 100.00 0.0200 98.07
600 0.2866 87.50 0.4402 97.82
610 0.0720 96.88 0.1307 97.85
620 0.1353 93.75 0.2406 98.30
630 0.0882 96.88 0.1480 98.42
640 0.0183 100.00 0.0189 98.16
650 0.0036 100.00 0.0173 98.32
660 0.3050 90.62 0.3606 98.05
670 0.0634 100.00 0.0287 97.33
680 0.0150 100.00 0.0333 96.94
690 0.0571 100.00 0.0503 96.01
700 0.1298 90.62 0.2407 96.62
710 0.0054 100.00 0.0241 97.69
720 0.2474 90.62 0.3173 97.77
730 0.0332 100.00 0.0176 98.29
740 0.1373 96.88 0.0651 98.09
750 0.0369 96.88 0.1090 98.46
760 0.0640 100.00 0.0171 98.38
770 0.0316 96.88 0.0387 96.92
780 0.0239 100.00 0.0327 96.94
790 0.0109 100.00 0.0236 97.74
800 0.0257 100.00 0.0150 98.54
810 0.2071 93.75 0.1891 98.21
820 0.3237 96.88 0.1891 96.34
830 0.2822 90.62 0.2059 96.55
840 0.0255 100.00 0.0198 98.15
850 0.0106 100.00 0.0229 97.84
860 0.0384 100.00 0.0268 97.52
870 0.0631 96.88 0.1281 97.24
880 0.0120 100.00 0.0105 98.97
890 0.1459 96.88 0.1396 97.90
900 0.1692 93.75 0.1159 97.00
910 0.2036 96.88 0.1129 98.64
920 0.2820 96.88 0.1687 97.12
930 0.0104 100.00 0.0251 97.62
940 0.0077 100.00 0.0267 97.51
950 0.0552 100.00 0.0294 97.33
960 0.0200 100.00 0.0291 97.33
970 0.0081 100.00 0.0169 98.36
980 0.0352 100.00 0.0327 97.24
990 0.0301 100.00 0.0261 97.59
1000 0.0512 96.88 0.0534 98.21
1010 0.1802 93.75 0.2192 97.08
1020 0.1779 93.75 0.1121 96.79
1030 0.1146 96.88 0.0820 97.47
1040 0.0833 93.75 0.2479 95.38
1050 0.0218 100.00 0.0311 97.08
1060 0.0914 96.88 0.1279 97.92
1070 0.0229 100.00 0.0108 98.95
1080 0.0500 96.88 0.1511 98.51
1090 0.1220 96.88 0.1432 98.17
1100 0.0347 96.88 0.1006 98.61
1110 0.0139 100.00 0.0263 97.51
1120 0.1580 96.88 0.0810 97.53
1130 0.0587 100.00 0.0288 97.34
1140 0.0924 93.75 0.2068 97.75
1150 0.0369 100.00 0.0184 98.23
1160 0.0038 100.00 0.0074 99.26
1170 0.0091 100.00 0.0143 98.65
1180 0.0376 100.00 0.0157 98.51
1190 0.0093 100.00 0.0207 98.16
1200 0.0921 93.75 0.2358 99.20
1210 0.1043 96.88 0.1163 98.06
1220 0.0480 100.00 0.0293 97.18
1230 0.0699 100.00 0.0249 97.59
1240 0.0140 100.00 0.0211 97.98
1250 0.0122 100.00 0.0170 98.37
1260 0.1700 93.75 0.1307 97.56
1270 0.0540 100.00 0.0360 96.70
1280 0.0339 100.00 0.0292 97.24
1290 0.0097 100.00 0.0244 97.65
1300 0.0134 100.00 0.0136 98.69
1310 0.0925 96.88 0.1386 98.80
1320 0.0029 100.00 0.0128 98.76
1330 0.0031 100.00 0.0092 99.09
1340 0.0120 100.00 0.0196 98.10
1350 0.0736 96.88 0.0827 98.44
1360 0.0977 93.75 0.1835 98.09
1370 0.0282 100.00 0.0265 97.50
1380 0.0979 96.88 0.0828 97.87
1390 0.1226 96.88 0.0976 98.19
1400 0.0038 100.00 0.0137 98.67
1410 0.0158 100.00 0.0141 98.63
1420 0.0225 100.00 0.0162 98.46
1430 0.0031 100.00 0.0122 98.81
1440 0.0084 100.00 0.0155 98.49
1450 0.0992 96.88 0.0750 98.61
1460 0.1078 96.88 0.1621 99.03
1470 0.0879 96.88 0.0914 97.82
1480 0.0186 100.00 0.0100 99.02
1490 0.0159 100.00 0.0301 97.33
1500 0.0071 100.00 0.0188 98.18
1510 0.0803 96.88 0.0979 98.73
1520 0.1577 96.88 0.1150 98.39
1530 0.0951 93.75 0.1519 98.21
1540 0.0233 100.00 0.0240 97.71
1550 0.0127 100.00 0.0246 97.68
1560 0.0073 100.00 0.0219 97.92
1570 0.0516 96.88 0.0709 98.01
1580 0.2312 96.88 0.1195 98.53
1590 0.0937 96.88 0.0857 98.00
1600 0.0185 100.00 0.0221 98.02
1610 0.0265 100.00 0.0137 98.66
1620 0.1125 93.75 0.2417 97.88
1630 0.0451 96.88 0.0888 96.11
