batch class_loss class_acc conf_loss conf
0 2.3294 9.38 0.6403 46.13
10 2.0344 34.38 0.6504 29.67
20 1.7152 50.00 0.6983 34.90
30 1.3769 68.75 0.6918 45.28
40 1.0655 78.12 0.5572 56.68
50 0.9280 81.25 0.5137 68.01
60 0.7740 87.50 0.3816 76.08
70 0.8932 68.75 0.5932 78.72
80 0.7226 81.25 0.5109 81.10
90 0.4421 90.62 0.2623 84.62
100 0.6691 75.00 0.5615 87.23
110 0.5178 87.50 0.3732 87.40
120 0.2178 96.88 0.1828 86.99
130 0.3345 93.75 0.1982 88.08
140 0.4302 90.62 0.2842 89.31
150 0.4829 78.12 0.5512 89.87
160 0.2530 96.88 0.1526 89.23
170 0.2055 90.62 0.2781 89.66
180 0.4382 87.50 0.3244 89.60
190 0.3407 93.75 0.2429 89.95
200 0.3917 90.62 0.2863 91.19
210 0.2253 93.75 0.2263 90.28
220 0.2393 90.62 0.2862 91.14
230 0.3732 87.50 0.3239 91.84
240 0.2412 96.88 0.1214 92.22
250 0.2774 96.88 0.1723 91.65
260 0.5343 84.38 0.4945 91.54
270 0.3781 84.38 0.4462 92.36
280 0.1777 93.75 0.1938 92.07
290 0.2451 84.38 0.4040 90.78
300 0.1594 96.88 0.1481 92.79
310 0.1734 93.75 0.1925 93.66
320 0.1511 93.75 0.1804 93.71
330 0.2016 96.88 0.1167 93.86
340 0.0856 96.88 0.1223 94.61
350 0.2983 90.62 0.2965 92.11
360 0.1159 100.00 0.0706 93.43
370 0.1298 93.75 0.1844 94.95
380 0.2199 93.75 0.1401 94.15
390 0.1672 93.75 0.1708 92.71
400 0.0855 100.00 0.0776 92.89
410 0.1785 96.88 0.1041 93.81
420 0.3558 90.62 0.3257 94.31
430 0.3012 93.75 0.2140 94.76
440 0.2147 93.75 0.1657 94.19
450 0.3392 87.50 0.3150 94.59
460 0.1793 96.88 0.1990 93.84
470 0.1422 96.88 0.1261 95.64
480 0.1317 96.88 0.1108 94.55
490 0.1408 96.88 0.1333 95.33
500 0.1669 93.75 0.1559 94.85
510 0.2400 90.62 0.3124 94.32
520 0.1529 93.75 0.1412 92.91
530 0.0450 100.00 0.0612 94.24
540 0.0861 96.88 0.1256 95.21
550 0.2720 87.50 0.2570 94.80
560 0.0504 100.00 0.0504 95.22
570 0.0946 96.88 0.1756 95.17
580 0.0359 100.00 0.0571 94.69
590 0.0714 96.88 0.0913 95.33
600 0.0626 100.00 0.0544 94.82
610 0.0982 96.88 0.0796 96.29
620 0.2933 90.62 0.2280 95.02
630 0.0521 100.00 0.0559 94.71
640 0.0667 96.88 0.1416 95.43
650 0.1388 93.75 0.2770 95.55
660 0.1416 93.75 0.2406 94.47
670 0.1195 96.88 0.1223 93.61
680 0.1908 93.75 0.2486 93.33
690 0.1162 96.88 0.0952 94.32
700 0.1602 90.62 0.2599 94.97
710 0.2094 90.62 0.2676 92.89
720 0.0362 100.00 0.0419 95.95
730 0.1329 96.88 0.0873 95.35
740 0.3953 87.50 0.3201 95.64
750 0.1565 96.88 0.1027 95.62
760 0.0846 96.88 0.1297 95.68
770 0.1263 93.75 0.1630 94.19
780 0.1757 93.75 0.2222 95.43
790 0.2433 90.62 0.2560 95.36
800 0.4447 87.50 0.3343 95.54
810 0.7056 81.25 0.5361 94.28
820 0.1613 96.88 0.1061 92.61
830 0.0833 100.00 0.0642 94.12
840 0.5558 87.50 0.3820 96.29
850 0.1290 96.88 0.1483 95.26
860 0.1748 96.88 0.1549 96.43
870 0.3264 90.62 0.2311 95.74
880 0.0449 100.00 0.0700 93.77
890 0.0136 100.00 0.0509 95.26
900 0.0370 100.00 0.0380 96.35
910 0.0479 100.00 0.0412 96.06
920 0.1180 96.88 0.1651 95.63
930 0.3217 87.50 0.3965 94.86
940 0.4553 93.75 0.2537 95.17
950 0.1643 90.62 0.2458 96.17
960 0.3382 90.62 0.2394 96.46
970 0.0591 96.88 0.1024 96.01
980 0.1993 90.62 0.2324 94.66
990 0.0889 96.88 0.1447 95.96
1000 0.2804 90.62 0.2944 95.65
1010 0.1819 96.88 0.1156 94.98
1020 0.2075 96.88 0.0833 95.19
1030 0.2102 87.50 0.3927 95.58
1040 0.0441 100.00 0.0493 95.37
1050 0.0943 96.88 0.1357 96.15
1060 0.2648 93.75 0.1835 95.61
1070 0.0242 100.00 0.0308 97.01
1080 0.2165 93.75 0.2328 96.98
1090 0.0652 96.88 0.1079 97.40
1100 0.0654 100.00 0.0419 96.03
1110 0.0334 100.00 0.0334 96.77
1120 0.1480 96.88 0.1316 95.50
1130 0.2458 90.62 0.3571 96.30
1140 0.0510 96.88 0.1169 96.19
1150 0.0651 96.88 0.0934 95.05
1160 0.0943 96.88 0.0755 95.71
1170 0.2829 93.75 0.1948 95.53
1180 0.0539 100.00 0.0550 94.92
1190 0.2921 96.88 0.1253 96.77
1200 0.0749 96.88 0.0768 96.77
1210 0.3861 84.38 0.3780 95.86
1220 0.2534 96.88 0.1231 96.18
1230 0.4786 93.75 0.2834 96.49
1240 0.2179 93.75 0.2290 96.24
1250 0.1736 96.88 0.1006 96.87
1260 0.0890 96.88 0.1291 96.66
1270 0.1876 96.88 0.0904 96.10
1280 0.2539 90.62 0.2530 95.46
1290 0.1406 96.88 0.0881 96.19
1300 0.0863 100.00 0.0453 95.78
1310 0.0423 96.88 0.0880 96.54
1320 0.2623 93.75 0.1871 96.69
1330 0.1151 93.75 0.2003 97.22
1340 0.0511 100.00 0.0498 95.45
1350 0.0710 96.88 0.1179 97.00
1360 0.0736 100.00 0.0318 96.93
1370 0.0703 100.00 0.0622 94.41
1380 0.0342 96.88 0.1351 96.76
1390 0.2258 96.88 0.1655 96.21
1400 0.1202 93.75 0.1730 96.89
1410 0.0329 100.00 0.0231 97.76
1420 0.1974 96.88 0.1094 97.82
1430 0.0896 96.88 0.0798 96.03
1440 0.2763 90.62 0.2188 94.86
1450 0.0965 96.88 0.0959 95.96
1460 0.0817 96.88 0.1227 96.07
1470 0.2358 96.88 0.1420 96.48
1480 0.3222 96.88 0.1743 95.46
1490 0.0744 96.88 0.1339 95.56
1500 0.0101 100.00 0.0358 96.54
1510 0.2644 93.75 0.1816 95.92
1520 0.2130 90.62 0.3426 96.20
1530 0.1934 93.75 0.1818 96.33
1540 0.1067 93.75 0.1206 95.83
1550 0.0589 96.88 0.0850 96.28
1560 0.0610 96.88 0.0820 94.99
1570 0.1581 93.75 0.1777 95.45
1580 0.0427 96.88 0.0833 96.81
1590 0.2300 93.75 0.2206 95.68
1600 0.1031 96.88 0.1290 96.98
1610 0.0438 100.00 0.0264 97.45
1620 0.0755 96.88 0.0617 96.18
1630 0.0884 96.88 0.1811 97.75
1640 0.0805 96.88 0.1201 97.97
1650 0.0312 96.88 0.1234 97.75
1660 0.0456 100.00 0.0306 97.07
1670 0.3194 90.62 0.2145 96.66
1680 0.0109 100.00 0.0307 97.02
1690 0.0177 100.00 0.0355 96.59
1700 0.1064 93.75 0.1731 96.74
1710 0.0772 96.88 0.0696 96.40
1720 0.2094 90.62 0.2593 97.25
1730 0.1847 93.75 0.1647 96.88
1740 0.1259 93.75 0.1436 96.53
1750 0.6748 84.38 0.3260 94.84
1760 0.0902 96.88 0.1011 95.48
1770 0.0809 93.75 0.1347 96.44
1780 0.0402 100.00 0.0475 95.69
1790 0.0702 96.88 0.0949 96.39
1800 0.0485 100.00 0.0289 97.24
1810 0.1497 96.88 0.1002 96.26
1820 0.1998 90.62 0.2710 96.62
1830 0.0522 96.88 0.1373 96.91
1840 0.0336 100.00 0.0323 96.88
1850 0.0651 100.00 0.0348 96.76
1860 0.2820 90.62 0.2533 97.42
1870 0.1957 90.62 0.2641 96.19
