batch class_loss class_acc conf_loss conf
0 2.3387 6.25 0.6274 45.02
10 2.1650 28.12 0.6086 25.38
20 2.0759 21.88 0.5087 22.66
30 1.9247 43.75 0.6485 28.86
40 1.8801 28.12 0.5698 40.09
50 1.5726 65.62 0.5901 47.45
60 1.5817 53.12 0.5572 53.06
70 1.3148 68.75 0.5311 56.26
80 1.0617 68.75 0.5262 58.78
90 1.3728 56.25 0.6507 60.00
100 1.2060 46.88 0.5595 64.64
110 1.3213 68.75 0.6666 63.76
120 0.8938 71.88 0.4618 64.89
130 0.9652 71.88 0.5192 67.70
140 0.8535 78.12 0.3654 68.33
150 0.8290 71.88 0.5595 70.94
160 0.8364 71.88 0.5200 71.94
170 0.9359 75.00 0.3847 71.00
180 0.9178 71.88 0.4516 71.48
190 1.2662 68.75 0.5348 70.96
200 0.7122 71.88 0.3298 72.06
210 0.8891 68.75 0.4035 72.83
220 0.7823 71.88 0.3334 72.46
230 0.5940 87.50 0.3600 70.96
240 0.7837 78.12 0.3992 72.26
250 0.7103 75.00 0.3158 71.64
260 0.8313 68.75 0.4432 68.39
270 0.8131 71.88 0.4866 68.43
280 0.4707 87.50 0.3293 73.94
290 0.9903 62.50 0.5031 74.34
300 0.8782 68.75 0.5828 74.72
310 0.5896 81.25 0.4642 73.99
320 0.5584 81.25 0.4159 74.92
330 0.8660 65.62 0.4437 74.78
340 1.1280 65.62 0.4848 74.22
350 0.7052 75.00 0.4368 74.38
360 0.6599 84.38 0.4972 75.18
370 0.8966 75.00 0.4376 73.28
380 0.5404 81.25 0.3266 77.15
390 0.6236 78.12 0.4244 74.12
400 0.5528 84.38 0.3409 74.21
410 0.4208 87.50 0.3936 74.32
420 0.6471 78.12 0.2685 76.46
430 0.8658 71.88 0.3227 77.47
440 0.8399 71.88 0.4499 80.19
450 0.7647 68.75 0.2775 76.09
460 0.6598 81.25 0.3976 74.98
470 0.7250 75.00 0.5560 77.33
480 0.5652 78.12 0.3349 76.80
490 0.7080 78.12 0.2917 75.71
500 0.6397 68.75 0.3279 75.04
510 0.7091 81.25 0.4700 75.19
520 0.8919 68.75 0.3026 74.38
530 0.5931 78.12 0.3887 77.01
540 0.4818 81.25 0.4356 79.73
550 0.5726 75.00 0.4244 78.99
560 0.6586 71.88 0.4576 77.18
570 0.5210 84.38 0.2463 77.24
580 0.6672 75.00 0.3379 77.35
590 0.7318 81.25 0.4140 76.57
600 0.6652 78.12 0.3160 77.98
610 0.4296 90.62 0.2478 81.79
620 0.5958 75.00 0.2791 81.22
630 0.5080 84.38 0.1406 78.84
640 0.6213 87.50 0.2933 73.92
650 0.7335 75.00 0.5841 73.37
660 0.5271 84.38 0.2751 75.16
670 0.6810 75.00 0.3847 80.62
680 0.4148 81.25 0.2504 79.95
690 0.5447 81.25 0.1964 78.27
700 0.6298 81.25 0.3079 79.70
710 0.6163 84.38 0.3327 78.16
720 0.7791 75.00 0.2503 75.08
730 0.7257 81.25 0.6601 78.31
740 0.5594 75.00 0.2820 80.70
750 0.6487 75.00 0.3611 76.37
760 0.8055 75.00 0.4199 72.38
770 0.6157 78.12 0.3683 76.77
780 0.5971 78.12 0.3683 77.09
790 0.6928 75.00 0.4134 76.13
800 0.9690 68.75 0.7182 76.93
810 0.7392 75.00 0.2995 76.77
820 0.5410 84.38 0.3318 75.55
830 0.6456 78.12 0.3311 78.29
840 0.4384 90.62 0.2612 76.51
850 0.5750 78.12 0.2563 79.17
860 0.6325 75.00 0.3035 77.96
870 0.4861 78.12 0.3798 77.96
880 0.4572 84.38 0.2277 82.49
890 0.7161 81.25 0.2247 76.95
900 0.6871 75.00 0.3105 81.35
910 0.6461 78.12 0.4019 77.98
920 0.5820 87.50 0.3705 80.25
930 0.6807 75.00 0.3104 76.64
940 0.5359 81.25 0.1681 79.49
950 0.4751 87.50 0.2120 82.18
960 0.5632 78.12 0.4547 83.72
970 0.5887 78.12 0.2884 79.39
980 1.0262 71.88 0.4262 78.21
990 0.5899 87.50 0.2535 80.22
1000 0.3577 87.50 0.3001 80.24
1010 0.9767 68.75 0.3816 77.69
1020 0.5099 87.50 0.2523 78.99
1030 0.4917 84.38 0.3576 78.96
1040 0.5116 81.25 0.3730 78.46
1050 0.9108 65.62 0.4059 79.85
1060 0.8402 71.88 0.4040 78.51
1070 0.8129 68.75 0.3522 79.18
1080 0.5603 81.25 0.3657 78.10
1090 0.4953 84.38 0.2119 76.39
1100 0.7813 75.00 0.3728 80.20
1110 0.3870 81.25 0.3956 83.98
1120 0.9306 68.75 0.4049 80.21
1130 0.7497 75.00 0.3461 75.19
1140 0.4077 87.50 0.2968 77.84
1150 0.7425 68.75 0.3943 72.53
1160 0.5242 78.12 0.3883 80.28
1170 0.5243 81.25 0.3753 79.84
1180 0.4697 87.50 0.2553 82.73
1190 0.3099 87.50 0.2393 81.66
1200 0.5832 81.25 0.3955 78.03
1210 0.5580 87.50 0.2934 78.72
1220 0.4557 87.50 0.3176 77.06
1230 0.5613 78.12 0.4067 81.42
1240 1.0551 65.62 0.6360 75.85
1250 0.4501 84.38 0.3162 81.16
1260 0.5159 81.25 0.3910 78.62
1270 0.5638 78.12 0.3079 77.23
1280 0.4584 81.25 0.3216 81.46
1290 0.2946 93.75 0.2180 85.71
1300 0.6134 81.25 0.3283 81.39
1310 0.7084 75.00 0.3248 76.58
1320 0.8240 75.00 0.3385 79.18
1330 0.4637 84.38 0.2923 80.96
1340 0.3311 96.88 0.2836 80.45
1350 0.3773 90.62 0.2213 81.75
1360 0.7009 75.00 0.2840 80.29
1370 0.7110 75.00 0.2981 78.39
1380 0.4860 81.25 0.1848 82.05
1390 0.5584 78.12 0.2418 76.70
1400 0.6496 84.38 0.2760 77.17
1410 0.8209 71.88 0.4730 79.84
1420 0.5162 78.12 0.2950 80.05
1430 0.4784 81.25 0.3837 80.19
1440 0.3557 87.50 0.1682 81.39
1450 0.7483 71.88 0.4194 82.89
1460 0.5354 81.25 0.1911 82.50
1470 0.4122 84.38 0.2233 80.14
1480 0.4430 84.38 0.3519 82.46
1490 0.6311 81.25 0.2674 77.82
1500 0.7664 75.00 0.3647 81.59
1510 0.5852 81.25 0.2119 76.02
1520 0.9492 68.75 0.2426 76.75
1530 0.9155 71.88 0.6135 79.60
1540 0.7576 81.25 0.4712 81.27
1550 0.7323 78.12 0.5905 83.19
1560 0.6094 81.25 0.2621 79.46
1570 0.6868 75.00 0.4295 82.87
1580 0.3863 87.50 0.2139 84.96
1590 0.4595 81.25 0.2542 81.99
1600 0.7751 75.00 0.4347 82.80
1610 0.9829 68.75 0.4223 75.66
1620 0.6558 75.00 0.3776 75.94
1630 0.4938 84.38 0.2212 79.80
1640 0.7283 81.25 0.3176 80.23
1650 0.4685 84.38 0.2320 78.15
1660 0.8974 62.50 0.3638 73.27
1670 0.6128 78.12 0.2705 78.91
1680 0.4040 87.50 0.2929 81.19
1690 0.5919 71.88 0.4704 81.04
1700 0.8270 75.00 0.4305 76.87
1710 0.4885 78.12 0.2236 78.44
1720 0.4578 84.38 0.1996 81.01
1730 0.4687 81.25 0.2055 80.46
1740 0.5161 81.25 0.2140 79.53
1750 0.6718 75.00 0.3078 80.52
1760 0.5964 75.00 0.3516 82.46
1770 0.1906 100.00 0.2643 83.05
1780 0.5629 71.88 0.3996 80.49
1790 0.3518 87.50 0.1935 81.56
1800 0.4465 78.12 0.4343 83.23
1810 0.5614 84.38 0.2470 77.70
1820 0.6752 75.00 0.2447 76.34
1830 0.2624 93.75 0.1946 84.12
1840 0.5967 78.12 0.1645 78.85
1850 0.8231 68.75 0.4574 76.17
1860 1.0494 59.38 0.5679 76.17
1870 0.9154 62.50 0.4674 80.66
