batch class_loss class_acc conf_loss conf
0 0.2083 96.88 0.1671 85.55
10 0.8264 71.88 0.3970 76.46
20 0.4046 84.38 0.3345 83.56
30 0.4077 87.50 0.2297 84.09
40 0.4493 84.38 0.1334 81.81
50 0.4775 87.50 0.2224 80.43
60 0.6430 78.12 0.3009 85.60
70 0.2994 93.75 0.3193 88.37
80 0.3608 84.38 0.2002 86.68
90 0.5393 78.12 0.3641 78.24
100 0.5269 87.50 0.3136 85.27
110 0.3045 87.50 0.4245 83.96
120 0.4372 84.38 0.1939 84.56
130 0.6393 81.25 0.3244 80.08
140 0.4959 84.38 0.3572 86.95
150 0.7831 68.75 0.3341 77.90
160 0.3315 90.62 0.1366 83.39
170 0.6865 71.88 0.2664 81.92
180 0.3548 90.62 0.2569 83.62
190 0.6927 78.12 0.1930 83.48
200 0.6458 78.12 0.4036 80.75
210 0.3283 90.62 0.1719 81.55
220 0.5934 78.12 0.3569 81.26
230 0.5461 81.25 0.3018 84.63
240 0.4324 87.50 0.3376 84.94
250 0.3780 87.50 0.2205 85.25
260 0.9107 65.62 0.3655 78.62
270 0.5290 78.12 0.1991 79.26
280 0.3880 93.75 0.2725 80.23
290 0.7962 68.75 0.2381 75.81
300 0.1666 100.00 0.2685 82.45
310 0.7337 71.88 0.2197 80.41
320 0.3120 87.50 0.2912 85.56
330 0.5088 81.25 0.1525 79.60
340 0.4060 84.38 0.1555 84.64
350 0.2836 90.62 0.1483 85.65
360 0.2927 90.62 0.1840 82.83
370 0.4287 84.38 0.1628 85.58
380 0.3976 90.62 0.1781 83.14
390 0.7820 81.25 0.4672 81.83
400 0.3737 81.25 0.3861 85.61
410 0.3995 87.50 0.1712 83.80
420 0.5411 81.25 0.2038 81.34
430 0.3455 84.38 0.2954 86.08
440 0.7292 75.00 0.3003 77.55
450 0.3405 87.50 0.3062 85.28
460 0.3987 93.75 0.2919 80.06
470 0.5810 87.50 0.2630 81.48
480 0.5871 78.12 0.3191 81.61
490 0.5886 75.00 0.2214 80.97
500 0.3081 90.62 0.2059 84.72
510 0.3383 90.62 0.1763 82.98
520 0.6300 75.00 0.1941 78.79
530 0.4711 81.25 0.2680 81.73
540 0.5519 84.38 0.2047 82.30
550 0.3935 87.50 0.2906 82.33
560 0.5649 78.12 0.2517 80.37
570 0.5460 81.25 0.1695 81.01
580 0.7409 68.75 0.4467 81.01
590 0.3801 87.50 0.2445 79.37
600 0.2144 93.75 0.2053 85.50
610 0.4278 90.62 0.1986 82.03
620 0.3982 81.25 0.2326 82.50
630 0.2937 93.75 0.2216 84.06
640 0.4841 78.12 0.3356 80.84
650 0.7193 71.88 0.2565 79.22
660 0.5029 81.25 0.1822 82.27
670 0.4286 81.25 0.1848 80.18
680 0.4932 90.62 0.3530 82.21
690 0.2673 90.62 0.1081 85.65
700 0.5629 81.25 0.2134 78.13
710 0.6294 75.00 0.3256 81.79
720 0.6288 75.00 0.2578 81.68
730 0.5399 81.25 0.2710 77.27
740 0.4424 81.25 0.2615 82.13
750 0.6342 78.12 0.4870 83.82
760 0.6147 78.12 0.2708 82.08
770 0.2342 93.75 0.1521 83.91
780 0.3020 90.62 0.1746 84.31
790 0.6740 68.75 0.2922 78.24
800 0.6848 75.00 0.2456 76.12
810 0.5502 75.00 0.3593 81.35
820 0.2915 93.75 0.2148 82.58
830 0.4587 81.25 0.1277 80.50
840 0.6918 75.00 0.4516 78.36
850 0.9148 68.75 0.3505 79.55
860 0.4210 81.25 0.2260 78.78
870 0.4360 81.25 0.1545 82.86
880 0.3709 87.50 0.1339 81.56
890 0.1998 93.75 0.1095 87.68
900 0.5051 84.38 0.1504 79.37
910 0.5752 81.25 0.2856 81.79
920 0.4522 81.25 0.1954 85.69
930 0.4222 84.38 0.2136 80.79
940 0.4275 90.62 0.1975 82.62
950 0.3040 87.50 0.1058 87.00
960 0.3182 90.62 0.1704 87.75
970 0.5946 81.25 0.1551 80.67
980 0.6369 78.12 0.2728 75.05
990 0.6181 78.12 0.2452 82.91
1000 0.6726 75.00 0.2898 77.86
1010 0.6249 78.12 0.2987 81.89
1020 0.3515 87.50 0.1017 82.65
1030 0.5020 81.25 0.2522 80.68
1040 0.6124 81.25 0.1830 77.95
1050 0.6420 71.88 0.2033 79.00
1060 0.5426 78.12 0.3850 84.01
1070 0.7703 71.88 0.2820 78.15
1080 0.3662 87.50 0.2350 81.24
1090 0.3898 87.50 0.2366 83.58
1100 0.5383 81.25 0.3093 84.18
1110 0.6022 81.25 0.3607 81.68
1120 0.4757 84.38 0.2870 86.93
1130 0.5525 90.62 0.3236 80.44
1140 0.3703 90.62 0.2435 83.64
1150 0.7231 78.12 0.2865 78.37
1160 0.4917 81.25 0.2713 83.35
1170 0.5367 84.38 0.2247 87.79
1180 0.3851 84.38 0.1479 82.23
1190 0.5561 81.25 0.2670 80.76
1200 0.3337 90.62 0.1654 84.16
1210 0.3488 84.38 0.1765 85.52
1220 0.9696 71.88 0.5248 85.45
1230 0.3689 87.50 0.1821 83.76
1240 0.3914 87.50 0.2467 86.52
1250 1.1346 65.62 0.6083 78.63
1260 0.6052 78.12 0.3124 81.23
1270 0.5700 78.12 0.2023 80.09
1280 0.4149 84.38 0.1792 82.31
1290 0.4627 84.38 0.3067 83.42
1300 0.2746 93.75 0.1629 89.38
1310 0.4533 78.12 0.4164 82.75
1320 0.4306 84.38 0.1652 82.30
1330 0.5326 87.50 0.2364 83.12
1340 0.6509 78.12 0.3187 77.85
1350 0.5696 87.50 0.3291 81.00
1360 0.7609 78.12 0.2298 79.34
1370 0.3766 90.62 0.2521 86.59
1380 0.5505 81.25 0.3229 77.51
1390 0.4058 90.62 0.2432 81.41
1400 0.3297 87.50 0.2365 83.55
1410 0.4440 84.38 0.2354 80.49
1420 0.4297 87.50 0.1661 83.88
1430 0.5782 78.12 0.2570 81.37
1440 0.6820 78.12 0.2959 84.20
1450 0.6081 78.12 0.3695 84.52
1460 0.2659 93.75 0.2258 81.08
1470 0.4897 84.38 0.1667 84.20
1480 0.6431 68.75 0.5618 84.05
1490 0.3309 87.50 0.2279 81.00
1500 0.5696 81.25 0.1557 81.11
1510 0.6096 75.00 0.2317 77.75
1520 0.6255 75.00 0.2764 77.98
1530 0.6083 75.00 0.3323 84.85
1540 0.3321 90.62 0.3521 83.35
1550 0.6041 78.12 0.3001 83.33
1560 0.6937 81.25 0.3515 80.95
1570 0.4530 81.25 0.3093 82.72
1580 0.5404 87.50 0.3414 87.09
1590 0.6908 68.75 0.4590 85.50
1600 0.2478 90.62 0.2086 89.10
1610 0.3640 87.50 0.2696 86.16
1620 0.6837 75.00 0.2650 82.89
1630 0.6167 78.12 0.2160 83.20
1640 0.5925 81.25 0.2082 80.05
1650 0.6391 75.00 0.3086 79.24
1660 0.5346 84.38 0.2228 79.20
1670 0.6541 75.00 0.3216 78.09
1680 0.3250 87.50 0.1026 85.37
1690 0.7221 68.75 0.2991 81.54
1700 0.4985 84.38 0.2852 82.23
1710 0.6953 78.12 0.2056 76.66
1720 0.6825 75.00 0.2796 81.57
1730 0.6495 78.12 0.2809 79.82
1740 0.4285 81.25 0.3606 86.09
1750 0.4855 81.25 0.3342 80.51
1760 0.4338 81.25 0.2758 80.65
1770 0.8287 71.88 0.3560 81.50
1780 0.5401 81.25 0.2307 85.68
1790 0.8984 75.00 0.3751 80.90
1800 0.2725 93.75 0.1723 83.23
1810 0.4947 81.25 0.2125 83.37
1820 0.2219 93.75 0.1326 85.70
1830 0.5773 84.38 0.3623 78.55
1840 0.4379 84.38 0.1738 82.18
1850 0.4983 81.25 0.2895 84.29
1860 0.6591 78.12 0.2497 80.74
1870 0.3391 87.50 0.2325 82.29
