batch class_loss class_acc conf_loss conf
0 2.3171 9.38 0.7878 55.11
10 2.2664 9.38 0.4116 28.17
20 2.1755 25.00 0.6099 19.24
30 2.0597 37.50 0.6840 22.45
40 1.9576 40.62 0.6627 31.56
50 1.7471 53.12 0.7334 42.33
60 1.6330 53.12 0.6302 49.44
70 1.5201 50.00 0.5971 53.49
80 1.5203 46.88 0.5839 57.75
90 1.1736 62.50 0.5395 61.65
100 1.0919 71.88 0.5030 61.36
110 1.3003 62.50 0.4704 60.52
120 1.0166 75.00 0.4547 64.70
130 1.3676 62.50 0.4868 67.61
140 1.0286 65.62 0.4257 70.37
150 0.7085 71.88 0.5021 72.64
160 0.6832 78.12 0.4434 73.59
170 1.0988 62.50 0.5036 71.91
180 0.9686 65.62 0.4578 70.74
190 0.8746 78.12 0.4130 70.48
200 0.8108 75.00 0.3798 71.74
210 1.0674 65.62 0.4826 73.27
220 1.0375 62.50 0.4889 74.84
230 0.8962 71.88 0.5681 78.13
240 1.3489 53.12 0.5953 75.49
250 0.7425 68.75 0.2793 70.21
260 0.6511 78.12 0.4575 72.09
270 0.5880 84.38 0.3807 74.92
280 0.7374 68.75 0.4162 74.51
290 0.8472 68.75 0.4509 75.42
300 0.6524 84.38 0.3771 73.19
310 0.6068 87.50 0.3831 72.33
320 0.6906 78.12 0.4075 71.87
330 0.8874 68.75 0.4447 74.30
340 0.9903 62.50 0.4794 73.11
350 0.6324 78.12 0.3320 73.14
360 0.7601 78.12 0.5029 74.96
370 0.9076 75.00 0.2692 71.27
380 0.7263 71.88 0.4382 71.06
390 0.9618 68.75 0.3885 71.67
400 0.9947 62.50 0.5464 71.08
410 0.6430 75.00 0.4688 74.93
420 0.5357 81.25 0.2828 75.55
430 0.5349 84.38 0.4756 76.44
440 0.5352 75.00 0.2815 76.74
450 1.0984 71.88 0.5181 75.83
460 0.8514 71.88 0.3967 76.75
470 0.7175 71.88 0.2642 76.24
480 0.8674 68.75 0.4011 75.53
490 1.0402 75.00 0.4469 75.93
500 0.9206 68.75 0.4002 73.21
510 0.6229 78.12 0.2224 74.05
520 0.5340 84.38 0.2938 78.41
530 0.6084 75.00 0.4124 76.14
540 0.8319 68.75 0.4738 75.35
550 0.7288 68.75 0.3585 76.47
560 1.2041 59.38 0.5052 75.02
570 0.6703 75.00 0.5032 76.87
580 0.6320 84.38 0.2995 73.99
590 0.5913 78.12 0.2979 79.18
600 0.8399 71.88 0.3862 78.52
610 0.5586 78.12 0.3612 78.92
620 0.4574 84.38 0.3518 79.05
630 0.5995 75.00 0.3511 77.89
640 0.7043 71.88 0.4314 80.45
650 0.4344 84.38 0.3931 78.84
660 0.6736 78.12 0.3680 78.00
670 0.4332 84.38 0.2605 80.00
680 0.6260 81.25 0.2824 81.94
690 1.1079 62.50 0.6206 81.73
700 0.7595 75.00 0.3855 79.82
710 0.4878 87.50 0.1516 80.89
720 0.5672 81.25 0.3149 77.96
730 0.7662 78.12 0.2566 78.21
740 0.5206 78.12 0.2626 77.53
750 0.9375 65.62 0.6972 77.38
760 1.0696 65.62 0.5097 79.80
770 0.3309 87.50 0.3156 78.97
780 0.3804 87.50 0.3862 80.71
790 0.7412 75.00 0.4533 79.83
800 0.9571 68.75 0.3741 78.71
810 0.5675 78.12 0.3080 79.18
820 0.6487 71.88 0.2877 77.87
830 0.6037 75.00 0.2952 76.61
840 0.3543 87.50 0.2777 75.48
850 0.5174 84.38 0.2628 79.85
860 0.8609 68.75 0.5147 79.17
870 0.4655 87.50 0.3545 79.86
880 0.7031 75.00 0.2583 73.96
890 0.9073 65.62 0.3339 76.97
900 0.4549 81.25 0.2977 79.95
910 0.5559 78.12 0.3019 77.15
920 0.8021 71.88 0.2705 75.48
930 0.7990 71.88 0.2851 73.08
940 0.9193 71.88 0.5111 75.86
950 0.3464 90.62 0.1588 81.07
960 0.6159 84.38 0.2823 78.23
970 0.7869 68.75 0.3186 78.76
980 0.4906 87.50 0.3882 81.51
990 0.7555 75.00 0.3579 82.62
1000 0.5401 84.38 0.3493 78.24
1010 0.6399 71.88 0.2971 76.04
1020 0.8394 75.00 0.4305 75.07
1030 0.5613 75.00 0.3416 79.84
1040 0.5634 81.25 0.3444 79.57
1050 0.7450 78.12 0.2024 76.49
1060 0.7020 71.88 0.3752 77.00
1070 0.5969 81.25 0.3189 73.99
1080 0.7698 78.12 0.3024 74.12
1090 0.5449 84.38 0.2361 77.87
1100 0.6763 75.00 0.4574 79.38
1110 0.5186 81.25 0.2912 79.05
