batch class_loss class_acc conf_loss conf
0 0.7742 71.88 0.2988 74.92
10 0.5434 78.12 0.2807 79.93
20 0.8046 71.88 0.5489 79.73
30 0.7020 71.88 0.3000 79.42
40 0.3887 87.50 0.3435 83.22
50 0.6207 78.12 0.3736 80.01
60 0.4271 87.50 0.2201 79.75
70 0.6283 71.88 0.3473 84.55
80 0.3074 87.50 0.3127 84.51
90 0.7256 78.12 0.3337 80.77
100 0.3941 81.25 0.2147 84.61
110 0.6073 75.00 0.2610 79.85
120 0.5600 78.12 0.3400 83.32
130 0.3804 84.38 0.2070 82.39
140 0.6047 75.00 0.2700 82.33
150 0.5708 78.12 0.2249 79.94
160 0.7924 78.12 0.3689 81.04
170 0.3643 84.38 0.2349 82.50
180 0.5432 81.25 0.2889 77.52
190 0.6692 75.00 0.2377 81.36
200 0.7331 71.88 0.4376 82.34
210 0.3853 84.38 0.2633 85.51
220 0.4594 87.50 0.3525 80.93
230 0.7074 71.88 0.3864 77.27
240 0.2770 93.75 0.2132 84.68
250 0.5179 78.12 0.2771 79.54
260 0.5238 78.12 0.2552 78.69
270 0.2608 90.62 0.1657 85.26
280 0.6418 78.12 0.1688 82.68
290 0.6285 71.88 0.3629 76.20
300 0.5151 81.25 0.4170 83.97
310 0.5805 87.50 0.2850 79.09
320 0.4947 81.25 0.2197 80.10
330 0.4193 90.62 0.2335 86.04
340 0.5074 84.38 0.2147 80.56
350 0.5998 78.12 0.1547 79.13
360 0.6537 68.75 0.3102 76.53
370 0.5272 81.25 0.2785 79.49
380 0.3867 87.50 0.1908 79.88
390 0.5238 81.25 0.1679 79.00
400 0.2281 93.75 0.1273 86.78
410 0.7801 78.12 0.4413 86.93
420 0.6064 81.25 0.2587 78.84
430 0.5597 78.12 0.1950 79.23
440 0.4589 81.25 0.1831 83.85
450 0.4894 81.25 0.1641 83.46
460 0.9309 71.88 0.4623 79.30
470 0.3929 90.62 0.1475 83.47
480 0.7836 71.88 0.3002 79.51
490 0.4903 87.50 0.2898 82.37
500 0.3300 87.50 0.1540 82.49
510 0.5044 87.50 0.1719 85.06
520 0.3816 84.38 0.3215 81.98
530 0.4234 87.50 0.3227 87.17
540 0.4795 84.38 0.2529 80.86
550 0.4109 81.25 0.2520 81.18
560 0.5924 78.12 0.3473 81.03
570 0.6686 78.12 0.2062 84.32
580 0.3698 84.38 0.2856 83.53
590 0.6054 81.25 0.4010 82.74
600 0.4329 84.38 0.2396 83.18
610 0.5445 78.12 0.4845 86.12
620 1.0123 68.75 0.4734 79.74
630 0.8068 68.75 0.4079 77.39
640 0.3633 90.62 0.2103 79.34
650 0.4962 81.25 0.1737 80.87
660 0.6843 75.00 0.1934 75.39
670 0.5296 78.12 0.2417 78.54
680 0.4322 84.38 0.1500 84.77
690 0.2862 93.75 0.1879 85.43
700 0.2452 90.62 0.0847 87.30
710 0.6650 78.12 0.3690 81.16
720 0.6911 78.12 0.3303 78.36
730 0.6101 81.25 0.4828 82.71
740 0.4674 87.50 0.2629 75.73
750 0.2822 90.62 0.1409 85.18
760 0.5930 84.38 0.2215 83.83
770 0.6769 75.00 0.2521 81.93
780 0.3644 90.62 0.2155 83.51
790 0.5858 84.38 0.3339 83.94
800 0.7613 68.75 0.4147 78.19
810 0.5507 78.12 0.2741 81.60
820 0.2017 93.75 0.1705 84.11
830 0.3631 90.62 0.2731 80.95
840 0.5702 78.12 0.3069 83.36
850 0.8763 68.75 0.5618 85.07
860 0.2461 90.62 0.1519 84.10
870 0.4106 84.38 0.2034 83.48
880 0.8683 71.88 0.5146 79.68
890 0.8018 71.88 0.3405 82.76
900 0.1558 96.88 0.1133 88.36
910 0.7447 75.00 0.4391 80.38
920 0.4095 84.38 0.3652 81.48
930 0.7717 75.00 0.2596 76.38
940 0.4929 84.38 0.2432 84.92
950 0.5146 78.12 0.2781 80.35
960 0.4529 87.50 0.2967 87.14
970 0.4875 81.25 0.2496 86.66
980 0.6281 78.12 0.4082 83.00
990 0.6578 75.00 0.3177 81.22
1000 0.3441 93.75 0.2058 82.49
1010 0.3727 87.50 0.1451 82.41
1020 0.3295 84.38 0.1367 84.05
1030 0.7797 75.00 0.3749 84.14
1040 0.6079 78.12 0.2012 80.39
1050 0.3188 93.75 0.2138 79.99
1060 0.6621 75.00 0.3439 79.51
1070 0.5949 81.25 0.2225 77.30
1080 0.5958 81.25 0.2556 82.63
1090 0.2620 90.62 0.1807 82.03
1100 0.4028 87.50 0.2985 84.23
1110 0.7081 68.75 0.4818 82.90
1120 0.4613 78.12 0.2944 83.15
1130 0.7152 78.12 0.2974 80.04
1140 0.3597 90.62 0.2112 84.25
1150 0.6818 81.25 0.3981 82.94
1160 0.4050 87.50 0.1654 80.83
1170 0.3267 87.50 0.2799 82.31
1180 0.3865 87.50 0.2258 82.76
1190 0.6235 81.25 0.1866 79.26
1200 0.4602 84.38 0.1994 82.63
1210 0.5254 78.12 0.3123 76.47
1220 0.1721 100.00 0.1989 85.78
1230 0.3924 87.50 0.2726 79.43
1240 0.6167 81.25 0.3651 76.38
1250 0.4964 84.38 0.1677 80.38
1260 0.5058 87.50 0.3835 82.86
1270 0.5094 81.25 0.3904 82.94
1280 0.3973 81.25 0.2310 82.17
1290 0.4529 81.25 0.2571 82.95
1300 1.0180 71.88 0.3918 77.90
1310 0.3847 90.62 0.2846 81.41
1320 0.7194 75.00 0.2537 78.29
1330 0.2608 93.75 0.1071 86.06
1340 0.3439 90.62 0.2230 86.14
1350 0.9026 71.88 0.4240 81.13
1360 0.3338 84.38 0.1679 85.44
1370 0.5570 81.25 0.2626 80.94
1380 0.3648 87.50 0.1543 85.88
1390 0.4694 87.50 0.3069 85.53
1400 0.2137 96.88 0.2193 85.08
1410 0.6640 78.12 0.2756 82.88
1420 0.4322 87.50 0.2303 83.84
1430 0.4349 81.25 0.1415 81.85
1440 0.5813 78.12 0.3713 81.81
1450 0.3233 90.62 0.2309 84.35
1460 0.3494 84.38 0.2463 84.10
1470 0.5751 75.00 0.1577 77.05
1480 0.5083 78.12 0.3404 82.57
1490 0.5691 84.38 0.2653 82.16
1500 0.5140 81.25 0.2393 82.28
1510 0.4553 81.25 0.3398 84.83
1520 0.5762 78.12 0.4747 84.41
1530 0.2608 93.75 0.1117 86.60
1540 0.3007 87.50 0.0844 84.20
1550 0.3993 87.50 0.2099 80.32
1560 0.4901 81.25 0.2339 81.39
1570 0.2300 87.50 0.1996 89.11
1580 0.9464 78.12 0.4236 80.98
1590 0.3395 87.50 0.1155 83.03
1600 0.4953 78.12 0.3611 81.93
1610 0.4937 84.38 0.1665 82.78
1620 0.6085 84.38 0.2697 81.48
1630 0.4763 81.25 0.3268 78.10
1640 0.4097 87.50 0.1411 80.76
1650 0.3748 90.62 0.1900 86.43
1660 0.6643 75.00 0.4190 84.91
1670 0.3572 87.50 0.1224 82.32
1680 0.7135 81.25 0.2974 83.55
1690 0.4936 81.25 0.2291 81.06
1700 1.0093 62.50 0.4185 80.72
1710 0.4696 81.25 0.1488 81.78
1720 0.5693 81.25 0.4168 83.55
1730 0.4182 84.38 0.2043 82.36
1740 0.4167 87.50 0.2353 85.11
1750 0.8388 68.75 0.4859 79.52
1760 0.4329 81.25 0.1584 81.72
1770 0.3145 90.62 0.1812 82.84
1780 0.5211 87.50 0.3054 81.17
1790 0.2325 90.62 0.1221 85.34
1800 0.3696 84.38 0.1600 83.38
1810 0.6791 78.12 0.3805 84.29
1820 0.7247 78.12 0.3547 77.03
1830 0.4283 84.38 0.1615 81.78
1840 0.4245 84.38 0.1463 82.75
1850 0.3737 87.50 0.1459 83.98
1860 0.8528 75.00 0.3166 81.21
1870 0.5888 90.62 0.3603 78.80
