batch class_loss class_acc conf_loss conf
0 2.3218 12.50 0.6889 50.08
10 2.1784 15.62 0.4977 27.08
20 2.0813 34.38 0.7022 22.02
30 1.9716 37.50 0.6429 28.10
40 1.9277 28.12 0.5031 37.34
50 1.6635 50.00 0.6335 40.87
60 1.6033 46.88 0.5936 45.61
70 1.4196 46.88 0.5602 50.29
80 1.2120 68.75 0.6348 55.86
90 1.3026 56.25 0.5133 61.37
100 1.3551 62.50 0.5615 64.29
110 0.9604 68.75 0.4298 66.94
120 0.9761 68.75 0.5743 66.65
130 1.0857 62.50 0.6113 63.77
140 0.9517 68.75 0.3810 65.18
150 0.9088 71.88 0.4079 68.66
160 0.9087 68.75 0.3844 70.56
170 0.8552 71.88 0.6363 71.71
180 0.9566 65.62 0.6215 69.49
190 1.0468 62.50 0.5857 70.52
200 0.8138 75.00 0.4305 66.67
210 0.8206 75.00 0.5009 69.30
220 0.5677 84.38 0.3085 73.35
230 1.0316 62.50 0.5943 71.23
240 0.5975 87.50 0.4666 71.61
250 0.9946 71.88 0.4723 73.67
260 0.9141 78.12 0.4284 74.33
270 1.1531 62.50 0.4955 69.14
280 0.5442 81.25 0.4975 72.87
290 0.5668 81.25 0.2978 72.96
300 0.7119 78.12 0.4977 74.75
310 0.7276 71.88 0.3385 73.24
320 0.8986 65.62 0.3322 73.57
330 0.7869 78.12 0.4636 71.35
340 0.9832 68.75 0.4034 74.51
350 1.0471 62.50 0.5842 75.79
360 0.5523 78.12 0.2860 73.42
370 0.7471 71.88 0.2761 73.10
380 0.9042 65.62 0.3516 74.14
390 1.0738 62.50 0.4845 74.50
400 1.2771 53.12 0.4890 73.87
410 0.6945 78.12 0.3341 71.82
420 0.8092 78.12 0.3969 77.13
430 0.7647 71.88 0.5021 76.03
440 1.0767 62.50 0.6392 76.06
450 0.6787 81.25 0.1886 74.53
460 0.8855 71.88 0.5377 76.13
470 0.5881 78.12 0.3388 78.34
480 0.8260 59.38 0.5805 75.16
490 0.6847 81.25 0.5425 74.14
500 0.5894 75.00 0.5471 76.03
510 0.8556 78.12 0.5027 78.11
520 0.9582 65.62 0.4024 72.65
530 0.8493 68.75 0.3981 68.03
540 0.7880 75.00 0.2890 72.69
550 0.5661 84.38 0.3468 73.90
560 0.7468 75.00 0.5223 79.86
570 0.6387 78.12 0.5160 77.35
580 0.8686 75.00 0.1906 78.11
590 0.6268 84.38 0.3349 76.11
600 0.6487 78.12 0.2999 75.84
610 0.5484 81.25 0.2526 77.96
620 0.8806 65.62 0.4814 76.54
630 0.4301 87.50 0.3606 80.11
640 0.5358 75.00 0.3769 79.91
650 0.8818 78.12 0.3885 75.42
660 0.5370 87.50 0.3444 76.15
670 0.6446 75.00 0.3340 74.04
680 0.3505 90.62 0.2540 79.50
690 0.5339 78.12 0.5001 77.07
700 0.8446 62.50 0.6368 77.91
710 0.6691 65.62 0.4796 77.05
720 0.4741 84.38 0.3762 79.60
730 0.9851 68.75 0.4026 78.16
740 0.4730 81.25 0.3397 78.63
750 0.4217 87.50 0.3561 76.40
760 0.8161 68.75 0.4367 72.67
770 0.8146 71.88 0.3911 73.63
780 0.6490 75.00 0.2914 76.29
790 1.1046 65.62 0.4478 75.22
800 0.6080 78.12 0.2894 75.74
810 0.7478 68.75 0.3907 76.48
820 0.8991 71.88 0.4673 79.43
830 0.9355 68.75 0.4559 75.09
840 0.7113 78.12 0.2195 75.12
850 0.7100 78.12 0.4846 81.85
860 0.5150 84.38 0.2495 79.84
870 0.9119 71.88 0.3343 76.27
880 0.5303 81.25 0.3164 77.96
890 0.7868 65.62 0.4966 76.64
900 0.4261 87.50 0.3380 76.09
910 0.8118 78.12 0.3697 80.19
920 0.6298 78.12 0.3550 77.72
930 0.6590 78.12 0.2242 78.06
940 0.6113 78.12 0.2335 78.28
950 0.7095 78.12 0.2676 77.77
960 0.4472 84.38 0.3273 81.47
970 0.5891 81.25 0.3457 80.13
