batch class_loss class_acc conf_loss conf
0 0.4568 81.25 0.3812 83.24
10 0.5371 81.25 0.2172 84.26
20 0.6520 78.12 0.1787 81.83
30 0.8827 68.75 0.5569 84.22
40 0.3461 90.62 0.1629 83.11
50 0.5426 84.38 0.2661 80.47
60 0.7736 71.88 0.3058 80.83
70 0.3331 87.50 0.1224 84.69
80 0.5773 84.38 0.1912 83.09
90 0.7307 78.12 0.3594 78.29
100 0.7348 81.25 0.2585 77.95
110 0.3565 84.38 0.2856 86.61
120 0.4748 81.25 0.4167 85.13
130 0.3857 84.38 0.1358 82.77
140 0.4306 93.75 0.3283 83.43
150 0.5071 84.38 0.1994 81.93
160 0.3241 90.62 0.1627 81.87
170 0.7557 68.75 0.2797 80.84
180 0.4624 87.50 0.2120 85.22
190 0.5463 81.25 0.2041 85.77
200 0.4739 87.50 0.2930 76.14
210 0.3205 93.75 0.2036 85.54
220 0.5714 81.25 0.1606 79.18
230 0.2755 90.62 0.2027 86.82
240 0.3022 90.62 0.1274 85.66
250 0.7081 81.25 0.5030 84.37
260 0.7516 75.00 0.3983 82.89
270 0.4973 84.38 0.2328 84.49
280 0.4131 87.50 0.2018 81.74
290 0.5170 81.25 0.3430 77.21
300 0.6135 81.25 0.1881 76.08
310 0.7494 75.00 0.3456 76.55
320 0.4251 81.25 0.3046 80.10
330 0.6975 75.00 0.1698 79.48
340 0.4980 87.50 0.2038 84.91
350 0.4335 87.50 0.2021 83.30
360 0.4415 93.75 0.2874 84.84
370 0.5618 78.12 0.3321 81.56
380 0.4549 84.38 0.2306 81.25
390 0.6274 78.12 0.2494 79.98
400 0.4773 75.00 0.3308 85.79
410 0.7988 68.75 0.3873 81.27
420 0.4224 84.38 0.2146 84.59
430 0.2753 87.50 0.1522 85.69
440 0.4655 78.12 0.2208 83.98
450 0.8742 78.12 0.4844 81.38
460 0.7323 71.88 0.2248 79.45
470 0.2626 93.75 0.2704 83.99
480 0.2674 87.50 0.1870 83.19
490 0.5076 78.12 0.2327 81.37
500 0.1996 96.88 0.1608 86.59
510 0.2985 90.62 0.0876 87.07
520 0.7378 75.00 0.3765 81.42
530 0.6002 78.12 0.2774 82.19
540 0.7302 75.00 0.2495 79.12
550 0.4977 84.38 0.2564 77.57
560 0.6888 78.12 0.3335 85.13
570 0.3854 84.38 0.2343 83.30
580 0.4148 84.38 0.2322 86.43
590 0.5167 78.12 0.3183 85.00
600 0.8720 75.00 0.3948 85.90
610 0.2301 96.88 0.2150 86.84
620 0.3882 90.62 0.1660 84.82
630 0.5928 78.12 0.1372 80.31
640 0.4184 81.25 0.1416 82.82
650 0.6435 78.12 0.2094 78.30
660 0.6300 75.00 0.1692 79.50
670 0.5900 78.12 0.2696 80.01
680 0.3200 87.50 0.1433 85.56
690 0.7852 75.00 0.2858 82.17
700 0.3967 84.38 0.0688 84.80
710 0.5832 78.12 0.1177 79.92
720 0.4281 90.62 0.2633 83.65
730 0.4077 87.50 0.1685 83.52
740 0.5776 81.25 0.4476 82.99
750 0.5896 78.12 0.2579 84.49
760 0.2848 90.62 0.0950 86.02
770 0.5094 90.62 0.2701 79.17
780 0.7442 71.88 0.2251 76.31
790 0.3708 90.62 0.2337 81.11
800 0.5652 81.25 0.3537 81.84
810 0.4534 84.38 0.1487 81.16
820 0.5503 84.38 0.3212 86.15
830 0.6254 78.12 0.3232 83.10
840 0.5385 84.38 0.2669 84.13
850 0.3263 90.62 0.1489 83.11
860 0.5191 81.25 0.2288 82.53
870 0.3251 90.62 0.1977 84.30
880 0.4907 90.62 0.4253 79.06
890 0.4607 84.38 0.2368 80.53
900 0.4485 84.38 0.1615 86.00
910 0.8458 75.00 0.3709 81.65
920 0.6806 81.25 0.3519 84.49
930 0.5046 87.50 0.2536 80.20
940 0.8959 75.00 0.3742 81.75
950 0.4410 84.38 0.3745 82.89
960 0.2941 90.62 0.2271 84.46
970 0.5901 81.25 0.3911 78.51
980 0.4933 84.38 0.0992 82.85
990 0.5599 84.38 0.5222 79.82
1000 0.6754 84.38 0.3803 82.00
1010 0.5688 78.12 0.1893 77.69
1020 0.5365 78.12 0.2661 82.85
1030 0.7736 71.88 0.2561 79.27
1040 0.5531 84.38 0.3309 78.15
1050 0.7106 68.75 0.2717 77.39
1060 0.3811 84.38 0.2078 79.38
1070 0.6258 78.12 0.3096 79.47
1080 0.4422 81.25 0.2343 82.43
1090 0.5187 81.25 0.2905 83.42
1100 0.3541 84.38 0.1177 81.77
1110 0.6483 84.38 0.2041 84.57
1120 0.4989 84.38 0.2287 79.93
1130 0.4338 87.50 0.2800 85.38
1140 0.6774 78.12 0.3845 85.76
1150 0.5788 78.12 0.1137 78.79
1160 0.5676 75.00 0.1622 75.64
1170 0.7139 84.38 0.5165 78.20
1180 0.4784 81.25 0.1954 78.27
1190 0.5558 78.12 0.1364 80.30
1200 0.4735 84.38 0.3190 88.17
1210 0.8971 65.62 0.2361 78.49
1220 0.3693 87.50 0.1867 83.83
1230 0.2496 90.62 0.1665 85.52
1240 0.3806 84.38 0.3963 86.34
1250 0.4403 87.50 0.2157 80.62
1260 0.3204 90.62 0.1414 83.35
1270 0.6360 84.38 0.3046 80.91
1280 0.7660 78.12 0.3727 84.14
1290 0.4901 78.12 0.3052 80.27
1300 0.5317 75.00 0.2544 81.51
1310 0.6965 75.00 0.1977 80.91
1320 0.5662 84.38 0.1690 80.43
1330 0.3690 84.38 0.2636 86.42
1340 0.6445 75.00 0.2586 81.05
1350 0.4330 87.50 0.3841 83.38
1360 0.2802 93.75 0.1661 84.07
1370 0.3664 87.50 0.2103 82.81
1380 0.4882 78.12 0.2950 79.30
1390 0.8001 71.88 0.3662 81.53
1400 0.4370 84.38 0.1930 81.63
1410 0.8621 71.88 0.4296 80.11
1420 0.3238 93.75 0.1463 85.81
1430 0.4427 84.38 0.1516 85.60
1440 0.4750 78.12 0.5120 86.64
1450 0.6227 78.12 0.1464 79.07
1460 0.2978 90.62 0.2428 85.24
1470 0.5765 81.25 0.1657 84.89
1480 0.6775 75.00 0.2271 81.76
1490 0.4478 84.38 0.2664 81.39
1500 0.5282 81.25 0.2921 79.19
1510 0.4034 81.25 0.2211 82.45
1520 0.4741 87.50 0.2793 82.98
1530 0.5397 78.12 0.2034 82.37
1540 0.3180 87.50 0.1852 83.96
1550 0.3242 90.62 0.1673 87.26
1560 0.6445 71.88 0.5208 84.89
1570 0.3755 87.50 0.1401 83.90
1580 0.4437 87.50 0.2317 82.59
1590 0.6198 78.12 0.2417 81.27
1600 0.7839 71.88 0.2784 83.38
1610 0.6004 75.00 0.2660 84.44
1620 0.7067 78.12 0.3099 81.64
1630 0.5312 81.25 0.2722 82.70
1640 0.7692 71.88 0.2545 79.67
1650 0.4403 84.38 0.2029 82.86
1660 0.4438 84.38 0.2344 83.25
1670 0.2120 90.62 0.1784 86.98
1680 0.5626 84.38 0.3148 84.37
1690 0.7737 68.75 0.3430 78.32
1700 0.3581 87.50 0.1461 83.98
1710 0.5015 84.38 0.2360 85.91
1720 0.4407 84.38 0.2049 81.15
1730 0.4089 90.62 0.2365 84.83
1740 0.2261 90.62 0.1069 89.28
1750 0.1049 96.88 0.0887 91.57
1760 0.7178 71.88 0.5396 79.96
1770 0.5938 81.25 0.4033 82.94
1780 0.3115 93.75 0.3232 84.99
1790 0.7118 71.88 0.3840 84.37
1800 0.5912 78.12 0.3508 80.11
1810 0.5821 78.12 0.1931 82.04
1820 0.6351 78.12 0.2343 78.69
1830 0.6328 75.00 0.3643 81.95
1840 0.4171 84.38 0.1351 82.18
1850 0.2126 96.88 0.2206 82.92
1860 0.6065 81.25 0.2744 82.56
1870 0.4577 81.25 0.1786 82.65
