batch class_loss class_acc conf_loss conf
0 0.0085 100.00 0.0149 98.54
10 0.0335 100.00 0.0203 98.11
20 0.0667 96.88 0.1367 98.75
30 0.0081 100.00 0.0183 98.29
40 0.0061 100.00 0.0123 98.81
50 0.1390 96.88 0.1139 99.17
60 0.0291 100.00 0.0113 98.91
70 0.0028 100.00 0.0062 99.39
80 0.0259 100.00 0.0159 98.45
90 0.0309 100.00 0.0190 98.21
100 0.0047 100.00 0.0223 97.91
110 0.0770 96.88 0.0521 97.75
120 0.2227 90.62 0.2925 97.93
130 0.0561 96.88 0.0875 98.50
140 0.0609 96.88 0.0738 96.61
150 0.0147 100.00 0.0235 97.85
160 0.0506 96.88 0.0572 96.22
170 0.1022 96.88 0.1069 97.46
180 0.0708 96.88 0.0599 97.33
190 0.0019 100.00 0.0092 99.09
200 0.0784 96.88 0.1469 99.62
210 0.0053 100.00 0.0068 99.34
220 0.3529 87.50 0.3852 98.29
230 0.0097 100.00 0.0141 98.64
240 0.0011 100.00 0.0068 99.33
250 0.0030 100.00 0.0232 97.81
260 0.0052 100.00 0.0146 98.68
270 0.0886 96.88 0.1109 98.14
280 0.1021 96.88 0.0505 97.33
290 0.0389 100.00 0.0204 98.08
300 0.1099 96.88 0.1157 97.43
310 0.0159 100.00 0.0125 98.79
320 0.0090 100.00 0.0099 99.03
330 0.0708 96.88 0.0765 96.83
340 0.1452 93.75 0.1862 97.02
350 0.0051 100.00 0.0154 98.51
360 0.0511 96.88 0.0358 97.04
370 0.1044 96.88 0.0585 97.82
380 0.0075 100.00 0.0105 98.98
390 0.0147 100.00 0.0048 99.53
400 0.0007 100.00 0.0028 99.72
410 0.0516 96.88 0.1058 98.66
420 0.0568 96.88 0.1338 99.22
430 0.0011 100.00 0.0042 99.58
440 0.0045 100.00 0.0113 98.92
450 0.0199 100.00 0.0119 98.85
460 0.0017 100.00 0.0085 99.16
470 0.0125 100.00 0.0149 98.55
480 0.0026 100.00 0.0116 98.87
490 0.0225 100.00 0.0171 98.37
500 0.0505 96.88 0.1926 99.31
510 0.0028 100.00 0.0133 98.70
520 0.0240 100.00 0.0175 98.40
530 0.0080 100.00 0.0169 98.38
540 0.1162 96.88 0.1288 98.21
550 0.0658 96.88 0.1177 98.95
560 0.0025 100.00 0.0193 98.18
570 0.0081 100.00 0.0091 99.11
580 0.0020 100.00 0.0067 99.34
590 0.0004 100.00 0.0053 99.48
600 0.0205 100.00 0.0081 99.20
610 0.2035 93.75 0.1397 97.06
620 0.0727 96.88 0.1765 98.42
630 0.0033 100.00 0.0170 98.35
640 0.0124 100.00 0.0099 99.03
650 0.0747 96.88 0.0574 97.88
660 0.0882 93.75 0.2364 99.11
670 0.0212 100.00 0.0117 98.86
680 0.1753 96.88 0.1530 98.00
690 0.0036 100.00 0.0048 99.52
700 0.0089 100.00 0.0121 98.83
710 0.0074 100.00 0.0072 99.29
720 0.0944 96.88 0.0851 98.87
730 0.1197 96.88 0.0978 98.34
740 0.0139 100.00 0.0161 98.44
750 0.0213 100.00 0.0136 98.68
760 0.0050 100.00 0.0137 98.68
770 0.0081 100.00 0.0105 98.97
780 0.0021 100.00 0.0098 99.06
790 0.1030 96.88 0.0993 98.67
800 0.1194 96.88 0.0914 98.64
810 0.0401 100.00 0.0090 99.12
820 0.0567 96.88 0.0682 98.09
830 0.1203 96.88 0.1413 98.34
840 0.0154 100.00 0.0183 98.32
850 0.0061 100.00 0.0090 99.12
860 0.2216 93.75 0.2090 99.17
870 0.0043 100.00 0.0115 98.87
880 0.0072 100.00 0.0237 97.80
890 0.0114 100.00 0.0324 97.01
900 0.0971 96.88 0.0890 96.82
910 0.0053 100.00 0.0113 98.90
920 0.0075 100.00 0.0213 97.97
930 0.0086 100.00 0.0118 98.85
940 0.0575 96.88 0.0701 97.85
950 0.1138 96.88 0.0794 98.44
960 0.0045 100.00 0.0131 98.72
970 0.0162 100.00 0.0165 98.40
980 0.0066 100.00 0.0161 98.44
990 0.0218 100.00 0.0205 98.02
1000 0.0756 96.88 0.0874 98.00
1010 0.0036 100.00 0.0178 98.29
1020 0.0075 100.00 0.0110 98.93
1030 0.0253 100.00 0.0156 98.50
1040 0.1263 96.88 0.1234 98.23
1050 0.0290 96.88 0.0841 98.53
1060 0.1174 96.88 0.0780 98.20
1070 0.0061 100.00 0.0223 97.87
1080 0.0099 100.00 0.0171 98.36
1090 0.0642 96.88 0.0942 98.17
1100 0.0198 100.00 0.0205 98.17
1110 0.0018 100.00 0.0147 98.59
1120 0.0036 100.00 0.0097 99.04
1130 0.0116 100.00 0.0234 97.84
1140 0.0057 100.00 0.0143 98.66
1150 0.1105 93.75 0.1818 98.08
1160 0.0205 100.00 0.0078 99.23
1170 0.1338 96.88 0.0770 99.16
1180 0.0080 100.00 0.0128 98.77
1190 0.0611 96.88 0.0449 97.82
1200 0.0038 100.00 0.0123 98.79
1210 0.0017 100.00 0.0057 99.43
1220 0.0667 96.88 0.1123 98.42
1230 0.0730 96.88 0.0969 98.07
1240 0.0907 96.88 0.0992 98.15
1250 0.0114 100.00 0.0119 98.86
1260 0.0009 100.00 0.0115 98.89
1270 0.0901 96.88 0.0532 98.60
1280 0.0374 96.88 0.0965 98.50
1290 0.0867 96.88 0.1323 97.83
1300 0.0326 96.88 0.1731 98.08
1310 0.1088 96.88 0.1229 97.71
1320 0.0801 96.88 0.0552 97.08
1330 0.0844 96.88 0.1769 96.83
1340 0.0114 100.00 0.0128 98.76
1350 0.0579 96.88 0.1235 99.00
1360 0.0181 100.00 0.0104 98.98
1370 0.0041 100.00 0.0093 99.09
1380 0.0664 96.88 0.0812 97.36
1390 0.0084 100.00 0.0137 98.67
1400 0.0047 100.00 0.0128 98.75
1410 0.0080 100.00 0.0085 99.17
1420 0.0042 100.00 0.0101 99.02
1430 0.2269 93.75 0.1676 97.26
1440 0.0063 100.00 0.0081 99.20
1450 0.0776 96.88 0.1586 99.28
1460 0.2535 90.62 0.1823 98.02
1470 0.0064 100.00 0.0121 98.86
1480 0.0325 96.88 0.0771 98.96
1490 0.1066 96.88 0.0671 98.61
1500 0.0029 100.00 0.0122 98.80
1510 0.0784 96.88 0.0789 97.46
1520 0.0196 100.00 0.0166 98.41
1530 0.0518 100.00 0.0134 98.68
1540 0.1029 93.75 0.2183 97.88
1550 0.0225 100.00 0.0142 98.62
1560 0.0182 100.00 0.0156 98.51
1570 0.0655 96.88 0.1454 98.96
1580 0.0008 100.00 0.0089 99.12
1590 0.0190 100.00 0.0053 99.48
1600 0.0095 100.00 0.0070 99.31
1610 0.3145 93.75 0.2552 98.67
1620 0.0041 100.00 0.0248 97.75
1630 0.1545 93.75 0.1561 98.10
1640 0.0849 96.88 0.1726 97.95
1650 0.0020 100.00 0.0193 98.23
1660 0.0173 100.00 0.0150 98.57
1670 0.0015 100.00 0.0211 98.16
1680 0.1681 96.88 0.0977 97.09
1690 0.0374 96.88 0.1093 95.63
1700 0.0084 100.00 0.0121 98.82
1710 0.0078 100.00 0.0102 98.99
1720 0.2833 90.62 0.1810 96.96
1730 0.0198 100.00 0.0201 98.13
1740 0.0758 96.88 0.1005 98.79
1750 0.0055 100.00 0.0152 98.59
1760 0.2140 90.62 0.1732 98.00
1770 0.0752 96.88 0.0865 98.88
1780 0.1022 96.88 0.1555 97.48
1790 0.0897 96.88 0.1437 99.19
1800 0.0366 100.00 0.0069 99.33
1810 0.0256 100.00 0.0207 98.07
1820 0.0044 100.00 0.0101 99.00
1830 0.0234 100.00 0.0212 97.99
1840 0.0417 96.88 0.0821 98.49
1850 0.1120 96.88 0.1061 97.22
1860 0.1103 93.75 0.2171 96.27
1870 0.0024 100.00 0.0120 98.82
