batch class_loss class_acc conf_loss conf
0 2.2583 15.62 0.7195 53.15
10 2.0611 40.62 0.7089 34.99
20 1.9338 43.75 0.7048 35.62
30 1.5740 59.38 0.7285 43.45
40 1.0932 81.25 0.5568 55.83
50 1.2197 65.62 0.6380 66.79
60 1.1531 65.62 0.6138 72.68
70 0.8748 68.75 0.5278 77.42
80 0.5319 84.38 0.3731 81.06
90 0.5923 84.38 0.3793 83.48
100 0.3806 87.50 0.3121 85.79
110 0.6584 84.38 0.4148 88.25
120 0.6318 84.38 0.4253 88.94
130 0.4327 81.25 0.4395 89.26
140 0.3659 96.88 0.2135 87.80
150 0.3369 87.50 0.3360 88.71
160 0.5323 87.50 0.3814 87.96
170 0.2432 90.62 0.3040 89.10
180 0.2693 96.88 0.1824 89.72
190 0.2543 96.88 0.1537 90.89
200 0.3163 90.62 0.2445 91.30
210 0.3101 90.62 0.2571 93.30
220 0.3127 87.50 0.3395 94.02
230 0.1588 93.75 0.2206 94.07
240 0.2433 93.75 0.2277 92.84
250 0.4523 84.38 0.4254 92.69
260 0.3246 87.50 0.2877 92.14
270 0.2795 90.62 0.2757 91.52
280 0.3325 90.62 0.2599 91.91
290 0.2452 90.62 0.3028 91.93
300 0.1733 96.88 0.1323 93.50
310 0.1742 93.75 0.1770 92.92
320 0.2661 87.50 0.3163 93.54
330 0.2256 96.88 0.1327 92.62
340 0.3157 93.75 0.1729 93.34
350 0.2726 93.75 0.2048 94.15
360 0.1718 96.88 0.1160 95.32
370 0.2352 90.62 0.2559 94.28
380 0.1801 96.88 0.1391 94.85
390 0.0495 100.00 0.0584 94.51
400 0.1387 96.88 0.1246 94.99
410 0.1242 96.88 0.1133 94.43
420 0.2361 90.62 0.3173 94.05
430 0.1511 96.88 0.1115 92.59
440 0.3619 90.62 0.3145 94.26
450 0.0747 96.88 0.1240 95.64
460 0.3805 90.62 0.2988 94.40
470 0.1349 93.75 0.2069 93.97
480 0.1126 100.00 0.0694 93.49
490 0.1447 93.75 0.2322 93.59
500 0.0434 100.00 0.0494 95.29
510 0.2237 93.75 0.1890 95.28
520 0.0377 100.00 0.0464 95.57
530 0.0691 100.00 0.0560 94.72
540 0.0359 100.00 0.0453 95.68
550 0.1925 96.88 0.1354 94.70
560 0.0969 96.88 0.1294 93.95
570 0.1791 93.75 0.1331 94.03
580 0.0682 100.00 0.0525 95.01
590 0.0740 100.00 0.0559 94.73
600 0.4827 93.75 0.1539 95.62
610 0.1434 96.88 0.1459 95.05
620 0.0942 96.88 0.1058 95.49
630 0.1534 93.75 0.1663 95.08
640 0.2652 96.88 0.1638 95.11
650 0.0975 96.88 0.1017 95.47
660 0.1413 93.75 0.2354 95.36
670 0.1641 90.62 0.2620 94.58
680 0.0975 100.00 0.0616 94.32
690 0.3853 90.62 0.3265 95.54
700 0.3220 93.75 0.2820 94.88
710 0.0854 96.88 0.1464 95.27
720 0.3289 87.50 0.3359 94.46
730 0.1595 93.75 0.2165 93.93
740 0.1000 96.88 0.1325 94.72
750 0.1138 93.75 0.1833 94.42
760 0.0267 100.00 0.0413 96.01
770 0.2974 93.75 0.1872 95.14
780 0.1258 96.88 0.1967 93.82
790 0.0902 96.88 0.0993 95.94
800 0.0857 100.00 0.0481 95.42
810 0.0618 96.88 0.0994 94.91
820 0.0868 96.88 0.1282 94.81
830 0.1861 96.88 0.1273 95.81
840 0.1966 93.75 0.1140 94.32
850 0.1138 96.88 0.1202 95.02
860 0.0347 100.00 0.0487 95.51
870 0.3185 93.75 0.1794 95.29
880 0.0409 100.00 0.0549 94.98
890 0.3616 87.50 0.2952 95.24
900 0.0238 100.00 0.0534 95.01
910 0.3331 93.75 0.3234 95.86
920 0.1600 93.75 0.1907 96.54
930 0.1671 93.75 0.2409 96.59
940 0.1074 96.88 0.1370 96.13
950 0.0496 100.00 0.0417 96.15
960 0.1718 93.75 0.1782 96.08
970 0.1722 96.88 0.1142 96.81
