batch class_loss class_acc conf_loss conf
0 0.0106 100.00 0.0183 98.24
10 0.0643 96.88 0.1186 98.46
20 0.0047 100.00 0.0226 97.88
30 0.0501 96.88 0.1242 98.01
40 0.0125 100.00 0.0114 98.89
50 0.0078 100.00 0.0286 97.40
60 0.0102 100.00 0.0152 98.53
70 0.0639 100.00 0.0188 98.19
80 0.0527 100.00 0.0181 98.24
90 0.0205 100.00 0.0277 97.57
100 0.0121 100.00 0.0063 99.38
110 0.0112 100.00 0.0182 98.23
120 0.0100 100.00 0.0087 99.14
130 0.0065 100.00 0.0113 98.91
140 0.0035 100.00 0.0115 98.87
150 0.0537 96.88 0.0921 97.56
160 0.1573 96.88 0.1116 97.76
170 0.0100 100.00 0.0126 98.76
180 0.0943 96.88 0.0852 97.25
190 0.2121 93.75 0.1994 97.30
200 0.0047 100.00 0.0163 98.41
210 0.3281 90.62 0.3274 98.07
220 0.0155 100.00 0.0303 97.10
230 0.0521 96.88 0.1244 98.02
240 0.0047 100.00 0.0148 98.56
250 0.0031 100.00 0.0125 98.79
260 0.1055 93.75 0.1541 97.73
270 0.0026 100.00 0.0121 98.82
280 0.0777 96.88 0.1038 98.66
290 0.3197 90.62 0.2725 97.96
300 0.0016 100.00 0.0112 98.90
310 0.0306 100.00 0.0293 97.29
320 0.1386 96.88 0.1199 98.94
330 0.0947 93.75 0.1405 97.16
340 0.0221 100.00 0.0258 97.51
350 0.0373 100.00 0.0325 97.23
360 0.0125 100.00 0.0180 98.26
370 0.0020 100.00 0.0215 97.94
380 0.2021 93.75 0.1598 96.74
390 0.0215 100.00 0.0263 97.56
400 0.0278 100.00 0.0223 97.87
410 0.0284 100.00 0.0196 98.11
420 0.1600 96.88 0.0893 97.91
430 0.0010 100.00 0.0098 99.03
440 0.2554 90.62 0.2131 96.47
450 0.1754 93.75 0.1596 95.78
460 0.0133 100.00 0.0442 95.96
470 0.0719 96.88 0.0573 96.19
480 0.1167 96.88 0.0714 98.09
490 0.0375 100.00 0.0189 98.19
500 0.0192 100.00 0.0219 98.11
510 0.1578 93.75 0.1194 97.74
520 0.0617 96.88 0.1618 98.45
530 0.2405 90.62 0.3086 98.23
540 0.0930 96.88 0.0886 97.70
550 0.0971 93.75 0.2134 97.44
560 0.0118 100.00 0.0136 98.67
570 0.0808 96.88 0.0965 98.40
580 0.0541 96.88 0.1089 97.02
590 0.0018 100.00 0.0187 98.19
600 0.0419 100.00 0.0239 97.77
610 0.0033 100.00 0.0121 98.82
620 0.0670 96.88 0.1024 98.62
630 0.1178 96.88 0.1131 98.00
640 0.0173 100.00 0.0140 98.63
650 0.1073 96.88 0.0732 97.43
660 0.2197 96.88 0.1357 98.22
670 0.0839 96.88 0.0642 97.22
680 0.1794 93.75 0.1064 97.10
690 0.0282 100.00 0.0222 97.85
700 0.0220 100.00 0.0372 96.60
710 0.1266 96.88 0.0993 98.32
720 0.0360 100.00 0.0131 98.72
730 0.0025 100.00 0.0046 99.54
740 0.0049 100.00 0.0211 98.16
750 0.0235 100.00 0.0106 98.97
760 0.0635 96.88 0.1121 98.20
770 0.0241 100.00 0.0120 98.83
780 0.1691 96.88 0.1375 97.69
790 0.0449 100.00 0.0167 98.54
800 0.0020 100.00 0.0065 99.35
810 0.0146 100.00 0.0178 98.27
820 0.0838 96.88 0.0729 98.52
830 0.0582 96.88 0.0595 97.87
840 0.1199 96.88 0.0959 97.32
850 0.0430 100.00 0.0283 97.34
860 0.0280 100.00 0.0122 98.82
870 0.1118 90.62 0.2607 97.32
880 0.0016 100.00 0.0123 98.82
890 0.1124 96.88 0.1414 98.64
900 0.0862 93.75 0.1866 98.48
910 0.1855 93.75 0.2551 97.14
920 0.1106 96.88 0.1640 98.66
930 0.0632 96.88 0.1216 97.71
940 0.0530 96.88 0.0658 98.29
950 0.0713 96.88 0.1781 97.87
960 0.0763 96.88 0.1323 98.81
970 0.0196 100.00 0.0137 98.68
980 0.0588 96.88 0.1128 98.61
990 0.0063 100.00 0.0129 98.75
1000 0.0516 96.88 0.0765 98.53
1010 0.0065 100.00 0.0123 98.80
1020 0.0008 100.00 0.0107 98.97
1030 0.0050 100.00 0.0117 98.85
1040 0.0024 100.00 0.0125 98.77
1050 0.0040 100.00 0.0066 99.34
1060 0.0159 100.00 0.0237 97.79
1070 0.0068 100.00 0.0125 98.77
