batch class_loss class_acc conf_loss conf
0 0.3852 84.38 0.1168 82.59
10 0.6774 78.12 0.2063 79.05
20 0.8145 68.75 0.4106 76.15
30 0.2230 96.88 0.2348 80.42
40 0.6008 78.12 0.2574 74.70
50 0.3223 96.88 0.2918 80.31
60 0.5157 78.12 0.2867 81.35
70 0.5510 78.12 0.3458 84.14
80 0.5973 81.25 0.1656 80.11
90 0.4918 84.38 0.1284 81.29
100 0.5968 78.12 0.3789 80.33
110 0.3561 84.38 0.2022 82.73
120 1.0388 62.50 0.5679 80.12
130 0.4084 84.38 0.1130 81.43
140 1.1556 68.75 0.4379 79.01
150 0.3672 87.50 0.2062 81.09
160 0.8812 68.75 0.4547 78.21
170 0.4892 84.38 0.2119 78.73
180 0.8196 71.88 0.4328 76.54
190 1.0889 59.38 0.7036 78.39
200 0.6765 75.00 0.4196 78.29
210 0.9310 71.88 0.3319 75.62
220 0.4584 84.38 0.3688 79.72
230 0.4178 84.38 0.3071 81.36
240 0.6402 78.12 0.2363 79.41
250 0.3574 84.38 0.2481 83.39
260 0.3957 84.38 0.2272 85.48
270 0.4465 84.38 0.3093 80.97
280 0.6767 78.12 0.4181 79.41
290 0.5349 84.38 0.3232 83.74
300 0.5844 78.12 0.3014 84.05
310 0.3383 87.50 0.1249 82.99
320 0.5826 81.25 0.2200 77.64
330 0.9402 68.75 0.3708 79.00
340 0.8702 75.00 0.3955 79.84
350 0.6297 81.25 0.2628 79.40
360 0.8497 65.62 0.3843 76.20
370 0.8082 78.12 0.4943 77.90
380 0.6025 75.00 0.4680 81.99
390 0.3841 90.62 0.2519 80.53
400 0.7203 75.00 0.5567 81.84
410 0.6923 78.12 0.2795 78.34
420 0.7417 81.25 0.4090 79.25
430 0.4621 84.38 0.3779 79.67
440 0.5936 78.12 0.2516 77.91
450 0.4698 81.25 0.4676 82.67
460 0.4439 87.50 0.2207 79.72
470 0.6277 78.12 0.1760 79.11
480 0.6077 78.12 0.3288 79.67
490 0.7799 68.75 0.4333 79.32
500 0.5612 87.50 0.2776 78.73
510 0.4565 90.62 0.2870 81.52
520 0.7550 75.00 0.3428 77.24
530 0.5827 75.00 0.3338 80.90
540 0.5932 78.12 0.3268 78.18
550 0.5113 90.62 0.2443 79.93
560 0.6632 81.25 0.2962 85.04
570 0.5577 81.25 0.2378 82.58
580 0.4148 87.50 0.3448 80.24
590 0.4909 81.25 0.2779 82.18
600 0.5341 81.25 0.4203 84.78
610 0.6139 78.12 0.2399 79.57
620 0.5131 84.38 0.3161 78.92
630 0.6952 78.12 0.3267 79.81
640 0.8441 75.00 0.4238 79.29
650 0.8148 78.12 0.4124 79.88
660 0.5444 81.25 0.1997 84.07
670 0.5163 84.38 0.2074 83.32
680 0.5883 78.12 0.2898 83.71
690 0.6424 78.12 0.2296 80.63
700 0.5683 81.25 0.1971 79.22
710 0.3505 90.62 0.1637 84.18
720 0.4970 78.12 0.2203 84.07
730 0.6880 68.75 0.3737 78.44
740 0.6133 81.25 0.5449 79.51
750 0.7489 75.00 0.3265 75.52
760 0.5175 81.25 0.1528 76.66
770 0.3236 87.50 0.1047 82.23
780 0.4533 78.12 0.1816 79.82
790 0.5492 81.25 0.2720 80.52
800 0.4744 84.38 0.3033 85.44
810 0.7416 81.25 0.2201 86.14
820 0.6203 84.38 0.3438 85.20
830 0.9777 71.88 0.5410 77.98
840 0.6040 81.25 0.2688 80.69
850 1.0229 62.50 0.5752 75.64
860 0.5657 78.12 0.1464 77.86
870 0.3204 87.50 0.1013 83.40
880 0.4161 84.38 0.2540 81.39
890 0.7883 78.12 0.2357 78.70
900 1.1102 65.62 0.4945 80.28
910 0.6305 81.25 0.1594 77.44
920 0.3756 90.62 0.1910 80.04
930 0.9430 68.75 0.3658 78.99
940 0.5671 84.38 0.2178 85.39
950 0.3787 84.38 0.1990 84.32
960 0.3843 87.50 0.3044 82.77
970 0.3393 87.50 0.2217 81.32
980 0.4185 87.50 0.2526 81.89
990 0.4832 84.38 0.1737 81.07
1000 0.4313 90.62 0.2618 85.94
1010 0.5890 78.12 0.5614 81.09
1020 0.2600 90.62 0.1210 85.73
1030 0.6708 75.00 0.3999 82.10
1040 0.5370 78.12 0.2990 82.31
1050 0.3352 90.62 0.1440 83.06
1060 0.4183 87.50 0.2908 85.15
1070 1.0867 68.75 0.4353 81.33
1080 0.5107 81.25 0.2692 81.32
1090 0.5233 84.38 0.2769 84.92
1100 0.5792 78.12 0.3383 79.35
1110 0.4748 87.50 0.1423 81.43
1120 0.5508 78.12 0.4849 84.20
1130 0.3482 93.75 0.2222 82.14
1140 0.3715 84.38 0.2044 83.85
1150 0.3434 87.50 0.1046 82.92
1160 0.4417 87.50 0.2371 86.01
1170 0.6600 78.12 0.2617 79.52
1180 0.6543 78.12 0.1978 78.76
1190 0.4476 84.38 0.2986 78.81
1200 0.2697 93.75 0.1847 84.10
1210 0.4064 84.38 0.2413 84.22
1220 0.6245 81.25 0.3087 82.39
1230 0.4988 84.38 0.2070 80.32
1240 0.5014 87.50 0.2830 83.04
1250 0.2351 93.75 0.1792 85.11
1260 0.5280 81.25 0.2156 86.87
1270 0.6552 75.00 0.3569 84.18
1280 0.6266 84.38 0.2853 77.03
1290 0.4768 81.25 0.2721 80.09
1300 0.8892 75.00 0.2278 78.76
1310 0.4750 78.12 0.3149 82.41
1320 0.5601 75.00 0.2456 82.41
1330 0.5066 84.38 0.2099 79.16
1340 0.8375 65.62 0.2630 76.92
1350 0.6767 81.25 0.2340 79.57
1360 0.4938 84.38 0.3651 82.20
1370 0.6237 78.12 0.3610 80.43
1380 0.4235 84.38 0.2397 80.09
1390 0.5044 81.25 0.1609 83.71
1400 0.4842 84.38 0.2238 80.28
1410 0.5216 84.38 0.5274 82.63
1420 0.4081 87.50 0.1726 82.10
1430 0.7773 78.12 0.3392 80.44
1440 0.7440 75.00 0.3135 79.26
1450 0.4410 84.38 0.2422 80.10
1460 0.3668 90.62 0.2741 80.31
1470 0.4435 81.25 0.2190 79.75
1480 0.6246 78.12 0.2520 79.40
1490 0.4254 84.38 0.1221 82.33
1500 0.3427 84.38 0.3232 82.90
1510 0.4807 75.00 0.2872 83.90
1520 0.7086 78.12 0.1747 79.26
1530 0.6442 78.12 0.3319 83.78
1540 0.7234 78.12 0.3751 80.30
1550 0.5063 81.25 0.2755 81.80
1560 0.7333 78.12 0.2429 80.90
1570 0.5980 75.00 0.2908 80.86
1580 0.4612 81.25 0.1876 77.93
1590 0.3033 90.62 0.1460 83.64
1600 0.6275 81.25 0.3438 80.84
1610 0.4963 81.25 0.4843 83.89
1620 0.4964 84.38 0.2897 80.58
1630 0.8226 75.00 0.2743 80.03
1640 1.3868 62.50 0.4638 78.17
1650 0.7117 75.00 0.2483 76.90
1660 0.5005 81.25 0.2528 80.01
